ISOTime,Sol_Rad,ATemp,Rel_Hum,Wx,Wy,Precip,LW_In
18/03/2013 04:40:00,0.00,26.65,89.56,-0.54,0.48,0.000000,476.89,
18/03/2013 05:40:00,0.00,25.93,88.21,-0.65,0.18,0.000000,470.05,
18/03/2013 06:40:00,0.00,25.53,88.39,-0.27,0.56,0.000000,463.67,
18/03/2013 07:40:00,7.29,25.10,90.56,-0.01,0.58,0.000000,463.96,
18/03/2013 08:40:00,176.88,25.12,91.58,-0.38,0.29,0.000000,462.42,
18/03/2013 09:40:00,440.27,24.95,92.16,-0.27,0.27,0.000000,461.65,
18/03/2013 10:40:00,688.78,24.50,93.34,-0.20,0.24,0.000000,459.64,
18/03/2013 11:40:00,889.61,24.67,93.41,-0.19,0.17,0.000000,451.29,
18/03/2013 12:40:00,1025.64,26.87,85.38,-0.26,0.26,0.000000,457.51,
18/03/2013 13:40:00,1086.02,28.58,79.46,-0.38,0.34,0.000000,434.23,
18/03/2013 14:40:00,1066.03,30.25,72.91,0.16,0.60,0.000000,418.76,
18/03/2013 15:40:00,967.24,31.15,67.71,-0.38,0.54,0.000000,406.51,
18/03/2013 16:40:00,797.38,32.34,63.91,0.03,0.74,0.000000,414.17,
18/03/2013 17:40:00,570.29,32.89,61.16,0.13,0.72,0.000000,420.91,
18/03/2013 18:40:00,306.71,33.99,55.69,-0.54,0.49,0.000000,448.30,
18/03/2013 19:40:00,71.89,34.91,52.98,-0.58,0.36,0.000000,489.04,
18/03/2013 20:40:00,0.00,35.04,49.48,-0.53,0.35,0.000000,543.91,
18/03/2013 21:40:00,0.00,35.84,47.41,0.02,0.61,0.000000,556.48,
18/03/2013 22:40:00,0.00,34.29,56.81,-0.39,0.29,0.000000,518.49,
18/03/2013 23:40:00,0.00,28.88,77.41,-0.98,0.69,0.000000,474.25,
19/03/2013 00:40:00,0.00,24.48,91.44,0.14,1.41,0.288000,460.88,
19/03/2013 01:40:00,0.00,24.33,92.99,0.15,1.45,0.000000,452.04,
19/03/2013 02:40:00,0.00,24.54,93.24,0.26,1.21,0.000000,451.00,
19/03/2013 03:40:00,0.00,24.23,93.68,0.16,0.99,0.000000,454.69,
19/03/2013 04:40:00,0.00,24.49,91.98,0.08,0.85,0.000000,455.92,
19/03/2013 05:40:00,0.00,24.35,93.38,0.13,0.65,0.000000,449.40,
19/03/2013 06:40:00,0.00,24.25,94.08,0.05,0.50,0.000000,447.44,
19/03/2013 07:40:00,7.22,24.55,94.43,-0.22,0.33,0.000000,451.38,
19/03/2013 08:40:00,176.57,24.30,94.76,0.00,0.34,0.000000,448.00,
19/03/2013 09:40:00,439.67,24.62,94.94,-0.01,0.29,0.000000,445.10,
19/03/2013 10:40:00,687.84,24.89,95.26,0.02,0.30,0.000000,455.07,
19/03/2013 11:40:00,888.28,24.49,95.28,-0.00,0.35,0.000000,469.18,
19/03/2013 12:40:00,1023.88,26.61,93.56,0.04,0.39,0.000000,452.04,
19/03/2013 13:40:00,1083.83,28.09,86.91,0.03,0.50,0.000000,423.15,
19/03/2013 14:40:00,1063.46,30.05,75.83,0.05,0.57,0.000000,416.54,
19/03/2013 15:40:00,964.34,30.91,68.46,0.11,0.57,0.000000,451.09,
19/03/2013 16:40:00,794.24,31.58,62.91,0.10,0.59,0.000000,412.27,
19/03/2013 17:40:00,567.05,31.98,61.34,0.20,0.63,0.000000,418.83,
19/03/2013 18:40:00,303.55,33.39,53.83,-0.52,0.32,0.000000,439.05,
19/03/2013 19:40:00,70.85,33.92,52.14,-0.37,0.42,0.000000,487.51,
19/03/2013 20:40:00,0.00,35.30,49.56,-0.32,0.36,0.000000,543.38,
19/03/2013 21:40:00,0.00,35.50,49.58,-0.33,0.24,0.000000,554.78,
19/03/2013 22:40:00,0.00,32.61,60.99,0.05,0.32,0.000000,525.00,
19/03/2013 23:40:00,0.00,30.09,72.38,-0.59,0.51,0.000000,492.97,
20/03/2013 00:40:00,0.00,28.62,78.29,0.20,1.12,0.000000,481.42,
20/03/2013 01:40:00,0.00,28.19,79.94,-1.34,0.38,0.000000,475.22,
20/03/2013 02:40:00,0.00,27.95,81.51,0.12,1.63,0.000000,470.05,
20/03/2013 03:40:00,0.00,27.86,83.41,0.23,1.66,0.000000,465.02,
20/03/2013 04:40:00,0.00,26.84,87.11,-1.48,0.38,0.000000,466.37,
20/03/2013 05:40:00,0.00,26.70,89.84,0.27,1.35,0.000000,470.83,
20/03/2013 06:40:00,0.00,25.79,91.58,0.05,1.06,0.000000,464.73,
20/03/2013 07:40:00,7.15,25.42,92.88,0.11,0.81,0.000000,460.12,
20/03/2013 08:40:00,176.27,25.41,93.71,0.02,0.62,0.000000,455.35,
20/03/2013 09:40:00,439.07,25.30,93.39,-0.04,0.49,0.000000,454.97,
20/03/2013 10:40:00,686.88,25.24,93.98,-0.34,0.25,0.000000,464.82,
20/03/2013 11:40:00,886.91,25.98,94.98,-0.02,0.32,0.000000,474.44,
20/03/2013 12:40:00,1022.07,27.67,91.03,-0.13,0.34,0.000000,465.25,
20/03/2013 13:40:00,1081.59,28.97,82.76,-0.33,0.32,0.000000,437.48,
20/03/2013 14:40:00,1060.82,30.05,76.59,-0.47,0.32,0.000000,421.77,
20/03/2013 15:40:00,961.37,31.31,68.48,0.11,0.66,0.000000,416.75,
20/03/2013 16:40:00,791.05,33.90,59.04,-0.49,0.45,0.000000,421.58,
20/03/2013 17:40:00,563.76,33.16,56.24,-0.70,0.24,0.000000,429.56,
20/03/2013 18:40:00,300.35,34.29,52.46,-0.57,0.47,0.000000,450.77,
20/03/2013 19:40:00,69.80,34.12,53.66,-0.56,0.40,0.000000,496.53,
20/03/2013 20:40:00,0.00,35.07,47.84,-0.56,0.38,0.000000,530.72,
20/03/2013 21:40:00,0.00,32.14,62.81,-0.92,0.70,0.000000,524.59,
20/03/2013 22:40:00,0.00,28.62,72.89,-1.25,0.80,0.000000,494.07,
20/03/2013 23:40:00,0.00,28.62,76.91,-1.17,1.08,0.000000,489.27,
21/03/2013 00:40:00,0.00,27.95,78.91,-1.50,0.87,0.000000,487.17,
21/03/2013 01:40:00,0.00,24.33,90.38,-0.37,1.59,0.000000,488.67,
21/03/2013 02:40:00,0.00,26.22,90.61,0.10,1.36,0.000000,458.97,
21/03/2013 03:40:00,0.00,26.02,84.69,0.14,1.29,0.000000,456.11,
21/03/2013 04:40:00,0.00,26.23,85.58,-0.99,0.54,0.000000,455.26,
21/03/2013 05:40:00,0.00,24.96,91.09,0.15,0.89,0.000000,454.69,
21/03/2013 06:40:00,0.00,24.68,92.83,0.07,0.73,0.000000,453.74,
21/03/2013 07:40:00,7.09,24.33,93.79,-0.01,0.66,0.000000,456.30,
21/03/2013 08:40:00,175.97,24.33,94.34,-0.08,0.54,0.000000,447.53,
21/03/2013 09:40:00,438.45,24.34,94.61,-0.33,0.31,0.000000,446.50,
21/03/2013 10:40:00,685.89,24.37,94.83,-0.26,0.28,0.000000,460.69,
21/03/2013 11:40:00,885.50,24.92,95.26,-0.23,0.25,0.000000,467.92,
21/03/2013 12:40:00,1020.21,26.66,90.74,-0.26,0.29,0.000000,433.99,
21/03/2013 13:40:00,1079.29,27.95,84.36,-0.33,0.24,0.000000,436.65,
21/03/2013 14:40:00,1058.13,29.76,77.89,-0.40,0.43,0.000000,414.99,
21/03/2013 15:40:00,958.35,30.58,70.76,-0.61,0.36,0.000000,417.91,
21/03/2013 16:40:00,787.81,31.96,64.91,-0.62,0.40,0.000000,419.08,
21/03/2013 17:40:00,560.43,32.81,59.38,-0.65,0.40,0.000000,426.11,
21/03/2013 18:40:00,297.13,33.77,55.71,-0.62,0.38,0.000000,449.17,
21/03/2013 19:40:00,68.75,33.54,57.48,-0.68,0.44,0.000000,500.69,
21/03/2013 20:40:00,0.00,34.30,54.46,0.11,0.84,0.000000,547.81,
21/03/2013 21:40:00,0.00,31.52,64.18,-0.93,0.58,0.000000,505.18,
21/03/2013 22:40:00,0.00,25.91,78.48,-1.01,0.65,0.000000,486.97,
21/03/2013 23:40:00,0.00,25.08,80.58,-1.09,0.62,0.000000,442.22,
22/03/2013 00:40:00,0.00,25.92,78.68,-0.03,1.40,0.000000,448.56,
22/03/2013 01:40:00,0.00,26.10,80.18,0.12,1.40,0.000000,448.65,
22/03/2013 02:40:00,0.00,25.61,85.44,0.12,1.65,0.000000,449.03,
22/03/2013 03:40:00,0.00,25.95,81.41,0.42,1.74,0.000000,451.95,
22/03/2013 04:40:00,0.00,25.93,83.51,0.27,1.48,0.000000,457.54,
22/03/2013 05:40:00,0.00,24.87,89.11,0.15,1.17,0.000000,448.75,
22/03/2013 06:40:00,0.00,24.36,91.36,0.11,1.00,0.000000,451.38,
22/03/2013 07:40:00,7.03,24.28,92.56,-0.01,0.86,0.000000,443.89,
22/03/2013 08:40:00,175.67,24.05,93.46,-0.54,0.47,0.000000,443.89,
22/03/2013 09:40:00,437.82,24.03,93.99,-0.44,0.44,0.000000,455.16,
22/03/2013 10:40:00,684.88,24.05,94.23,-0.35,0.33,0.000000,457.06,
22/03/2013 11:40:00,884.05,24.01,93.94,-0.37,0.22,0.000000,441.85,
22/03/2013 12:40:00,1018.31,26.00,92.58,-0.45,0.35,0.000000,447.78,
22/03/2013 13:40:00,1076.94,27.50,89.88,-0.37,0.51,0.000000,454.04,
22/03/2013 14:40:00,1055.37,28.15,84.94,-0.59,0.51,0.000000,404.15,
22/03/2013 15:40:00,955.28,30.38,76.56,-0.60,0.48,0.000000,412.45,
22/03/2013 16:40:00,784.52,31.25,71.99,-0.58,0.47,0.000000,416.50,
22/03/2013 17:40:00,557.05,31.11,72.78,-0.64,0.42,0.000000,429.52,
22/03/2013 18:40:00,293.89,32.86,64.66,-0.65,0.36,0.000000,438.53,
22/03/2013 19:40:00,67.69,33.87,61.94,0.06,0.64,0.000000,488.80,
22/03/2013 20:40:00,0.00,33.00,69.84,-0.41,0.33,0.000000,536.77,
22/03/2013 21:40:00,0.00,29.94,77.89,-0.43,0.22,0.000000,490.56,
22/03/2013 22:40:00,0.00,28.40,79.74,-0.47,0.43,0.346000,486.48,
22/03/2013 23:40:00,0.00,27.82,82.13,-0.50,0.42,0.000000,476.89,
23/03/2013 00:40:00,0.00,27.52,84.61,0.08,0.55,0.000000,476.01,
23/03/2013 01:40:00,0.00,27.70,84.51,0.15,0.76,0.000000,471.22,
23/03/2013 02:40:00,0.00,27.54,86.03,0.17,0.94,0.000000,466.85,
23/03/2013 03:40:00,0.00,27.66,86.04,0.20,1.07,0.000000,466.27,
23/03/2013 04:40:00,0.00,27.16,89.41,0.15,1.05,0.000000,466.95,
23/03/2013 05:40:00,0.00,26.49,91.63,0.12,0.85,0.000000,466.56,
23/03/2013 06:40:00,0.00,26.72,92.96,0.07,0.72,0.000000,463.28,
23/03/2013 07:40:00,6.97,27.17,92.83,0.07,0.73,0.000000,461.27,
23/03/2013 08:40:00,175.37,26.31,93.13,-0.47,0.42,0.000000,463.00,
23/03/2013 09:40:00,437.18,25.96,94.01,0.02,0.58,0.000000,467.53,
23/03/2013 10:40:00,683.84,26.14,94.49,0.05,0.56,0.000000,485.38,
23/03/2013 11:40:00,882.56,25.40,93.24,-0.51,0.29,0.000000,462.51,
23/03/2013 12:40:00,1016.35,25.97,89.54,-0.50,0.41,0.000000,452.32,
23/03/2013 13:40:00,1074.53,28.47,84.54,-0.49,0.41,0.000000,444.17,
23/03/2013 14:40:00,1052.56,29.39,81.61,-0.50,0.33,0.000000,437.68,
23/03/2013 15:40:00,952.15,30.45,77.06,0.19,0.55,0.000000,451.32,
23/03/2013 16:40:00,781.18,28.36,81.13,-0.57,0.24,0.000000,456.29,
23/03/2013 17:40:00,553.65,28.61,83.29,-0.02,1.02,0.000000,430.78,
23/03/2013 18:40:00,290.62,29.89,76.94,-0.84,0.69,0.000000,411.29,
23/03/2013 19:40:00,66.63,24.76,92.91,-0.28,0.92,0.000000,458.38,
23/03/2013 20:40:00,0.00,24.90,93.93,-0.64,0.47,0.000000,471.12,
23/03/2013 21:40:00,0.00,25.60,94.41,-0.55,0.33,0.000000,460.31,
23/03/2013 22:40:00,0.00,25.23,94.54,-0.54,0.29,0.000000,454.50,
23/03/2013 23:40:00,0.00,24.97,94.86,-0.53,0.30,0.000000,465.21,
24/03/2013 00:40:00,0.00,25.07,95.11,0.08,0.57,0.000000,468.60,
24/03/2013 01:40:00,0.00,25.36,95.39,0.02,0.48,0.000000,467.43,
24/03/2013 02:40:00,0.00,25.66,95.33,-0.32,0.24,0.000000,468.21,
24/03/2013 03:40:00,0.00,25.35,95.03,0.03,0.36,0.000000,469.18,
24/03/2013 04:40:00,0.00,25.34,95.14,0.03,0.28,0.000000,466.18,
24/03/2013 05:40:00,0.00,25.15,95.29,0.03,0.20,0.000000,468.21,
24/03/2013 06:40:00,0.00,24.90,94.99,0.01,0.23,0.000000,467.14,
24/03/2013 07:40:00,6.92,24.84,94.48,0.00,0.21,0.000000,465.60,
24/03/2013 08:40:00,175.07,24.76,94.48,0.00,0.21,0.000000,463.09,
24/03/2013 09:40:00,436.53,24.56,94.98,-0.00,0.18,0.000000,460.69,
24/03/2013 10:40:00,682.77,24.34,95.18,-0.10,0.12,0.000000,460.12,
24/03/2013 11:40:00,881.03,24.20,95.18,0.02,0.21,0.000000,459.45,
24/03/2013 12:40:00,1014.34,26.04,92.93,-0.33,0.22,0.000000,460.69,
24/03/2013 13:40:00,1072.07,26.18,85.21,-0.49,0.29,0.000000,428.58,
24/03/2013 14:40:00,1049.70,27.85,79.84,-0.10,0.70,0.000000,420.74,
24/03/2013 15:40:00,948.96,28.55,73.94,0.08,1.08,0.000000,392.78,
24/03/2013 16:40:00,777.80,30.09,68.83,-0.99,1.06,0.000000,418.35,
24/03/2013 17:40:00,550.21,31.10,66.89,0.25,1.56,0.000000,406.42,
24/03/2013 18:40:00,287.34,31.16,66.34,0.31,1.52,0.000000,425.24,
24/03/2013 19:40:00,65.56,31.37,62.71,0.28,1.47,0.000000,474.59,
24/03/2013 20:40:00,0.00,31.88,63.94,0.04,1.36,0.000000,512.33,
24/03/2013 21:40:00,0.00,26.03,86.71,0.30,1.09,0.029000,466.47,
24/03/2013 22:40:00,0.00,26.35,92.09,0.01,0.90,0.000000,471.71,
24/03/2013 23:40:00,0.00,26.12,93.11,0.10,0.68,0.000000,459.16,
25/03/2013 00:40:00,0.00,25.93,93.66,0.11,0.61,0.000000,458.40,
25/03/2013 01:40:00,0.00,24.99,93.68,-0.31,0.48,0.029000,464.15,
25/03/2013 02:40:00,0.00,24.72,94.63,-0.39,0.46,0.000000,459.26,
25/03/2013 03:40:00,0.00,24.21,94.41,0.11,0.55,0.000000,454.50,
25/03/2013 04:40:00,0.00,24.23,94.33,-0.00,0.55,0.000000,452.80,
25/03/2013 05:40:00,0.00,24.11,93.98,0.02,0.52,0.000000,455.64,
25/03/2013 06:40:00,0.00,24.03,94.21,0.06,0.47,0.000000,455.26,
25/03/2013 07:40:00,6.87,24.36,94.08,0.06,0.49,0.000000,452.42,
25/03/2013 08:40:00,174.77,24.27,93.78,0.02,0.49,0.000000,453.74,
25/03/2013 09:40:00,435.86,24.30,93.79,0.02,0.42,0.000000,456.02,
25/03/2013 10:40:00,681.68,23.96,94.29,0.04,0.34,0.000000,454.88,
25/03/2013 11:40:00,879.46,23.92,94.63,-0.00,0.31,0.000000,455.92,
25/03/2013 12:40:00,1012.29,25.39,92.23,0.05,0.45,0.000000,437.10,
25/03/2013 13:40:00,1069.55,26.49,86.64,0.03,0.72,0.000000,406.60,
25/03/2013 14:40:00,1046.78,27.39,82.06,0.06,1.03,0.000000,425.66,
25/03/2013 15:40:00,945.73,28.71,77.78,-0.01,1.14,0.000000,421.54,
25/03/2013 16:40:00,774.37,29.99,72.26,-1.01,0.94,0.000000,422.28,
25/03/2013 17:40:00,546.73,30.90,69.04,0.27,1.55,0.000000,404.70,
25/03/2013 18:40:00,284.04,29.24,76.19,-1.24,0.71,0.000000,466.04,
25/03/2013 19:40:00,64.49,31.19,68.53,-0.07,1.29,0.000000,449.04,
25/03/2013 20:40:00,0.00,31.79,65.09,0.07,1.16,0.000000,509.87,
25/03/2013 21:40:00,0.00,30.95,69.96,0.12,1.11,0.000000,498.80,
25/03/2013 22:40:00,0.00,29.95,73.59,0.10,0.97,0.000000,495.78,
25/03/2013 23:40:00,0.00,26.15,84.76,-0.84,0.75,0.000000,483.60,
26/03/2013 00:40:00,0.00,24.83,91.41,-0.69,0.83,0.086000,455.83,
26/03/2013 01:40:00,0.00,25.04,93.28,0.26,1.01,0.000000,451.76,
26/03/2013 02:40:00,0.00,25.08,93.76,-0.73,0.70,0.000000,453.27,
26/03/2013 03:40:00,0.00,25.04,93.84,-0.66,0.69,0.000000,460.41,
26/03/2013 04:40:00,0.00,25.36,93.58,-0.59,0.61,0.000000,461.84,
26/03/2013 05:40:00,0.00,25.36,93.78,0.12,0.81,0.000000,463.67,
26/03/2013 06:40:00,0.00,25.31,93.94,0.13,0.75,0.000000,465.69,
26/03/2013 07:40:00,6.82,25.35,93.94,0.03,0.64,0.000000,462.42,
26/03/2013 08:40:00,174.47,25.26,94.09,-0.01,0.53,0.000000,463.38,
26/03/2013 09:40:00,435.18,25.25,94.19,0.03,0.42,0.000000,461.27,
26/03/2013 10:40:00,680.55,25.16,94.16,0.04,0.35,0.000000,459.83,
26/03/2013 11:40:00,877.85,25.29,93.63,0.02,0.34,0.000000,461.56,
26/03/2013 12:40:00,1010.19,25.46,92.71,0.01,0.37,0.000000,461.46,
26/03/2013 13:40:00,1066.98,26.18,90.38,0.05,0.55,0.000000,439.18,
26/03/2013 14:40:00,1043.80,27.44,87.88,0.04,0.59,0.000000,407.33,
26/03/2013 15:40:00,942.45,28.83,80.54,0.04,0.73,0.000000,406.24,
26/03/2013 16:40:00,770.90,30.00,75.28,0.15,0.75,0.000000,449.80,
26/03/2013 17:40:00,543.23,30.43,72.88,-0.65,0.44,0.000000,464.58,
26/03/2013 18:40:00,280.72,31.12,68.71,0.07,0.82,0.000000,424.93,
26/03/2013 19:40:00,63.41,30.66,77.11,0.10,0.88,0.000000,465.52,
26/03/2013 20:40:00,0.00,30.57,72.11,-0.73,0.66,0.000000,508.95,
26/03/2013 21:40:00,0.00,29.30,79.54,-0.84,0.65,0.000000,466.37,
26/03/2013 22:40:00,0.00,27.21,85.01,-0.82,0.98,0.000000,454.40,
26/03/2013 23:40:00,0.00,25.33,93.23,-1.18,1.06,0.230000,454.69,
27/03/2013 00:40:00,0.00,25.22,94.48,-1.39,0.87,0.346000,460.50,
27/03/2013 01:40:00,0.00,25.11,94.93,-1.34,0.76,0.000000,462.13,
27/03/2013 02:40:00,0.00,25.25,95.24,-0.66,1.09,0.000000,460.79,
27/03/2013 03:40:00,0.00,25.24,95.21,-0.72,0.68,0.000000,465.50,
27/03/2013 04:40:00,0.00,25.36,95.33,-0.56,0.45,0.000000,459.26,
27/03/2013 05:40:00,0.00,25.33,95.38,-0.23,0.49,0.000000,453.65,
27/03/2013 06:40:00,0.00,25.33,95.64,-0.23,0.34,0.000000,453.74,
27/03/2013 07:40:00,6.78,25.27,95.81,-0.03,0.36,0.000000,453.46,
27/03/2013 08:40:00,174.16,25.28,95.88,-0.00,0.33,0.000000,454.50,
27/03/2013 09:40:00,434.48,25.10,96.04,0.01,0.29,0.000000,452.32,
27/03/2013 10:40:00,679.40,25.30,96.16,-0.10,0.23,0.000000,453.65,
27/03/2013 11:40:00,876.20,25.09,96.08,-0.00,0.24,0.000000,453.84,
27/03/2013 12:40:00,1008.04,25.20,96.08,0.01,0.27,0.029000,457.64,
27/03/2013 13:40:00,1064.36,25.37,95.94,0.05,0.42,0.000000,461.17,
27/03/2013 14:40:00,1040.78,26.06,95.66,-0.01,0.67,0.000000,465.11,
27/03/2013 15:40:00,939.12,27.69,90.66,0.03,0.68,0.000000,446.40,
27/03/2013 16:40:00,767.39,28.42,86.93,0.06,0.62,0.000000,458.52,
27/03/2013 17:40:00,539.70,29.54,79.09,0.05,0.67,0.000000,455.81,
27/03/2013 18:40:00,277.40,29.88,76.58,-0.53,0.44,0.000000,450.65,
27/03/2013 19:40:00,62.34,27.07,89.24,-0.70,0.57,0.000000,459.39,
27/03/2013 20:40:00,0.00,25.83,93.34,-0.73,0.43,0.000000,486.87,
27/03/2013 21:40:00,0.00,25.96,94.08,-0.67,0.35,0.000000,471.12,
27/03/2013 22:40:00,0.00,25.92,94.49,-0.60,0.33,0.058000,474.83,
27/03/2013 23:40:00,0.00,25.46,94.39,-0.25,0.80,0.490000,454.12,
28/03/2013 00:40:00,0.00,24.87,94.78,0.12,0.81,0.058000,455.45,
28/03/2013 01:40:00,0.00,24.84,95.44,0.08,0.70,0.029000,459.16,
28/03/2013 02:40:00,0.00,25.04,95.69,-0.03,0.58,0.000000,455.16,
28/03/2013 03:40:00,0.00,24.97,95.83,-0.03,0.47,0.000000,454.69,
28/03/2013 04:40:00,0.00,24.79,95.86,-0.00,0.44,0.000000,453.08,
28/03/2013 05:40:00,0.00,24.85,96.16,0.11,0.43,0.000000,453.84,
28/03/2013 06:40:00,0.00,24.84,96.28,0.07,0.45,0.000000,458.11,
28/03/2013 07:40:00,6.73,24.67,96.34,0.14,0.46,0.000000,456.49,
28/03/2013 08:40:00,173.85,24.59,96.54,0.03,0.48,0.000000,461.46,
28/03/2013 09:40:00,433.76,24.76,96.66,0.07,0.47,0.000000,460.69,
28/03/2013 10:40:00,678.22,24.85,96.53,0.02,0.49,0.000000,460.50,
28/03/2013 11:40:00,874.51,24.95,96.68,-0.04,0.52,0.029000,460.88,
28/03/2013 12:40:00,1005.84,25.33,96.73,-0.50,0.36,0.000000,461.46,
28/03/2013 13:40:00,1061.69,25.82,96.61,-0.53,0.35,0.000000,459.48,
28/03/2013 14:40:00,1037.71,26.82,93.83,0.01,0.76,0.000000,433.11,
28/03/2013 15:40:00,935.75,28.13,89.19,0.10,0.96,0.000000,420.29,
28/03/2013 16:40:00,763.85,29.11,83.76,0.09,1.10,0.000000,441.63,
28/03/2013 17:40:00,536.15,26.69,89.01,0.10,1.09,0.230000,466.56,
28/03/2013 18:40:00,274.07,26.57,92.86,0.14,0.98,0.000000,462.23,
28/03/2013 19:40:00,61.26,26.82,94.56,-0.60,0.58,0.029000,461.75,
28/03/2013 20:40:00,0.00,25.76,94.79,0.16,0.75,0.029000,462.61,
28/03/2013 21:40:00,0.00,25.88,95.48,0.28,0.59,0.115000,458.11,
28/03/2013 22:40:00,0.00,26.03,95.76,0.06,0.55,0.029000,455.83,
28/03/2013 23:40:00,0.00,25.67,95.78,0.10,0.62,0.029000,460.88,
29/03/2013 00:40:00,0.00,25.33,96.13,0.08,0.66,0.000000,462.51,
29/03/2013 01:40:00,0.00,25.21,96.26,-0.03,0.72,0.058000,460.50,
29/03/2013 02:40:00,0.00,25.15,96.51,0.09,0.73,0.000000,461.46,
29/03/2013 03:40:00,0.00,25.18,96.54,0.09,0.73,0.000000,461.94,
29/03/2013 04:40:00,0.00,25.05,96.63,0.08,0.76,0.000000,461.65,
29/03/2013 05:40:00,0.00,25.25,96.76,0.02,0.76,0.000000,462.23,
29/03/2013 06:40:00,0.00,25.53,96.81,0.14,0.72,0.000000,460.79,
29/03/2013 07:40:00,6.69,25.55,96.79,0.11,0.68,0.000000,458.88,
29/03/2013 08:40:00,173.53,25.59,96.88,0.08,0.69,0.000000,461.17,
29/03/2013 09:40:00,433.02,25.58,96.91,0.06,0.63,0.000000,461.75,
29/03/2013 10:40:00,677.00,25.49,97.01,0.05,0.61,0.000000,462.03,
29/03/2013 11:40:00,872.78,25.55,97.14,-0.05,0.62,0.000000,466.47,
29/03/2013 12:40:00,1003.59,25.85,97.13,0.08,0.59,0.000000,467.43,
29/03/2013 13:40:00,1058.97,26.67,97.24,-0.48,0.33,0.000000,449.68,
29/03/2013 14:40:00,1034.59,27.43,96.44,0.09,0.75,0.317000,450.40,
29/03/2013 15:40:00,932.33,27.48,95.81,-0.30,0.75,0.000000,448.77,
29/03/2013 16:40:00,760.28,27.05,93.29,0.10,0.98,0.029000,442.26,
29/03/2013 17:40:00,532.58,27.52,93.13,0.22,1.24,0.000000,436.33,
29/03/2013 18:40:00,270.73,28.75,89.83,0.16,1.43,0.000000,459.61,
29/03/2013 19:40:00,60.18,27.88,90.53,0.07,1.45,0.000000,469.50,
29/03/2013 20:40:00,0.00,28.81,87.78,0.16,1.57,0.000000,489.76,
29/03/2013 21:40:00,0.00,28.72,86.19,0.02,1.55,0.000000,492.97,
29/03/2013 22:40:00,0.00,27.71,89.21,0.12,1.42,0.000000,486.58,
29/03/2013 23:40:00,0.00,26.94,92.61,0.08,1.18,0.000000,480.04,
30/03/2013 00:40:00,0.00,26.81,93.71,0.01,0.91,0.000000,472.97,
30/03/2013 01:40:00,0.00,26.44,94.59,0.07,0.70,0.000000,469.28,
30/03/2013 02:40:00,0.00,26.28,94.96,0.01,0.51,0.000000,471.71,
30/03/2013 03:40:00,0.00,26.14,95.26,0.02,0.36,0.000000,467.24,
30/03/2013 04:40:00,0.00,26.03,95.61,0.01,0.27,0.000000,462.23,
30/03/2013 05:40:00,0.00,25.66,95.81,0.00,0.25,0.000000,463.86,
30/03/2013 06:40:00,0.00,25.53,96.04,0.02,0.22,0.000000,463.19,
30/03/2013 07:40:00,6.65,25.61,96.18,0.02,0.22,0.000000,462.61,
30/03/2013 08:40:00,173.20,25.62,96.41,-0.02,0.23,0.000000,462.90,
30/03/2013 09:40:00,432.27,25.73,96.44,-0.25,0.16,0.000000,458.97,
30/03/2013 10:40:00,675.75,25.72,96.39,-0.29,0.19,0.000000,455.45,
30/03/2013 11:40:00,871.01,25.33,96.36,-0.31,0.21,0.000000,455.83,
30/03/2013 12:40:00,1001.30,25.83,96.64,-0.30,0.20,0.000000,463.67,
30/03/2013 13:40:00,1056.21,27.13,95.61,-0.51,0.40,0.000000,463.37,
30/03/2013 14:40:00,1031.42,28.90,89.66,-0.62,0.45,0.000000,441.47,
30/03/2013 15:40:00,928.88,30.20,76.08,-0.85,0.61,0.000000,422.81,
30/03/2013 16:40:00,756.68,31.02,73.14,-1.06,0.72,0.000000,425.95,
30/03/2013 17:40:00,528.99,30.55,78.31,-1.29,0.84,0.000000,423.61,
30/03/2013 18:40:00,267.40,31.28,73.19,-1.39,0.81,0.000000,447.15,
30/03/2013 19:40:00,59.11,29.75,80.59,-1.46,0.93,0.000000,479.86,
30/03/2013 20:40:00,0.00,29.03,85.49,0.24,1.74,0.058000,493.47,
30/03/2013 21:40:00,0.00,28.95,89.73,-1.63,0.32,0.000000,502.34,
30/03/2013 22:40:00,0.00,28.45,85.99,-1.14,0.72,0.000000,499.71,
30/03/2013 23:40:00,0.00,27.71,91.73,-0.47,0.91,0.000000,491.96,
31/03/2013 00:40:00,0.00,27.39,93.31,0.07,0.75,0.000000,485.98,
31/03/2013 01:40:00,0.00,27.08,93.93,0.06,0.54,0.000000,483.10,
31/03/2013 02:40:00,0.00,27.08,93.69,-0.29,0.29,0.000000,478.76,
31/03/2013 03:40:00,0.00,27.11,94.33,0.07,0.32,0.000000,477.97,
31/03/2013 04:40:00,0.00,26.99,94.41,0.05,0.33,0.000000,480.33,
31/03/2013 05:40:00,0.00,26.65,95.09,0.08,0.43,0.000000,473.56,
31/03/2013 06:40:00,0.00,26.41,95.54,-0.41,0.42,0.000000,480.04,
31/03/2013 07:40:00,6.60,26.16,95.74,0.14,0.74,0.000000,472.29,
31/03/2013 08:40:00,172.87,26.07,95.94,-0.01,0.88,0.979000,467.34,
31/03/2013 09:40:00,431.49,25.16,95.99,-0.67,0.50,0.000000,462.80,
31/03/2013 10:40:00,674.47,24.64,96.09,-0.76,0.50,0.000000,464.05,
