ISOTime,Sol_Rad,ATemp,Rel_Hum,Wx,Wy,Precip,LW_In
15/11/2011 16:00:00,896.48,31.56,62.71, 0, 0,0.000000,418.33,
15/11/2011 17:00:00,688.86,32.54,57.58, 0, 0,0.000000,416.75,
15/11/2011 18:00:00,438.31,33.73,53.76, 0, 0,0.000000,443.84,
15/11/2011 19:00:00,169.59,32.78,60.38, 0, 0,0.000000,468.88,
15/11/2011 20:00:00,0.00,27.41,88.34, 0, 0,0.029000,510.49,
15/11/2011 21:00:00,0.00,30.31,77.71, 0, 0,0.000000,509.57,
15/11/2011 22:00:00,0.00,28.98,79.68, 0, 0,0.000000,498.90,
15/11/2011 23:00:00,0.00,27.23,86.88, 0, 0,0.000000,494.77,
16/11/2011 00:00:00,0.00,27.72,84.78, 0, 0,0.000000,481.32,
16/11/2011 01:00:00,0.00,27.24,84.13, 0, 0,0.000000,476.30,
16/11/2011 02:00:00,0.00,26.78,88.49, 0, 0,0.000000,476.50,
16/11/2011 03:00:00,0.00,27.52,87.11, 0, 0,0.000000,468.98,
16/11/2011 04:00:00,0.00,27.02,87.88, 0, 0,0.000000,467.34,
16/11/2011 05:00:00,0.00,26.58,90.03, 0, 0,0.000000,467.24,
16/11/2011 06:00:00,0.00,26.02,92.98, 0, 0,0.000000,464.92,
16/11/2011 07:00:00,0.00,25.97,93.53, 0, 0,0.000000,461.27,
16/11/2011 08:00:00,158.18,27.02,87.24, 0, 0,0.000000,458.30,
16/11/2011 09:00:00,426.61,26.00,90.66, 0, 0,0.000000,465.40,
16/11/2011 10:00:00,678.38,25.36,93.31, 0, 0,0.000000,464.25,
16/11/2011 11:00:00,888.21,26.48,94.19, 0, 0,0.000000,470.44,
16/11/2011 12:00:00,1038.67,25.50,78.28, 0, 0,0.000000,468.10,
16/11/2011 13:00:00,1117.93,23.26,88.89,-0.77,0.87,0.000000,440.84,
16/11/2011 14:00:00,1119.88,23.03,91.79,-0.08,1.18,0.000000,441.57,
16/11/2011 15:00:00,1044.37,23.43,94.08,-0.82,0.63,0.058000,413.07,
16/11/2011 16:00:00,897.22,25.52,89.84,-0.14,1.01,0.000000,396.80,
16/11/2011 17:00:00,689.98,28.76,76.78,0.05,0.91,0.000000,391.22,
16/11/2011 18:00:00,439.78,27.75,80.59,0.00,0.89,0.000000,446.65,
16/11/2011 19:00:00,171.30,27.54,83.16,0.05,1.15,0.000000,454.60,
16/11/2011 20:00:00,0.00,26.55,86.43,-1.59,1.06,0.000000,460.21,
16/11/2011 21:00:00,0.00,25.42,87.48,-2.58,1.01,0.000000,453.36,
16/11/2011 22:00:00,0.00,24.72,89.78,-0.51,2.96,0.000000,447.90,
16/11/2011 23:00:00,0.00,24.54,88.68,-1.92,1.60,0.000000,445.38,
17/11/2011 00:00:00,0.00,24.30,90.48,-1.85,0.88,0.000000,446.69,
17/11/2011 01:00:00,0.00,24.41,90.56,-1.43,0.86,0.000000,450.16,
17/11/2011 02:00:00,0.00,25.03,89.16,0.25,1.60,0.000000,446.31,
17/11/2011 03:00:00,0.00,24.82,88.64,0.09,1.31,0.000000,455.73,
17/11/2011 04:00:00,0.00,24.81,88.83,-0.82,0.56,0.000000,455.26,
17/11/2011 05:00:00,0.00,24.56,90.49,-0.42,0.59,0.000000,457.06,
17/11/2011 06:00:00,0.00,24.52,90.91,0.04,0.53,0.000000,458.21,
17/11/2011 07:00:00,0.00,24.43,91.64,0.06,0.41,0.000000,456.11,
17/11/2011 08:00:00,158.16,24.54,90.51,0.02,0.36,0.000000,453.46,
17/11/2011 09:00:00,426.36,24.42,90.81,0.04,0.39,0.000000,454.40,
17/11/2011 10:00:00,677.98,24.14,91.94,-0.06,0.33,0.000000,456.87,
17/11/2011 11:00:00,887.77,24.56,91.49,0.05,0.35,0.000000,456.44,
17/11/2011 12:00:00,1038.29,25.81,87.64,-0.31,0.26,0.000000,434.22,
17/11/2011 13:00:00,1117.71,27.91,77.41,-0.32,0.42,0.000000,413.53,
17/11/2011 14:00:00,1119.92,29.45,69.24,-0.21,0.60,0.000000,391.17,
17/11/2011 15:00:00,1044.75,30.62,62.38,-0.53,0.49,0.000000,403.56,
17/11/2011 16:00:00,897.97,31.35,51.44,-0.68,0.52,0.000000,411.53,
17/11/2011 17:00:00,691.12,32.07,51.66,-0.72,0.57,0.000000,422.67,
17/11/2011 18:00:00,441.29,32.52,52.13,-0.78,0.59,0.000000,444.69,
17/11/2011 19:00:00,173.04,34.12,46.71,-0.75,0.58,0.000000,494.23,
17/11/2011 20:00:00,0.00,35.03,46.04,0.05,0.82,0.000000,516.95,
17/11/2011 21:00:00,0.00,32.08,59.24,0.11,0.97,0.000000,506.71,
17/11/2011 22:00:00,0.00,29.15,73.83,-0.69,0.64,0.000000,513.76,
17/11/2011 23:00:00,0.00,28.83,75.38,0.12,0.80,0.000000,499.61,
18/11/2011 00:00:00,0.00,28.23,79.38,-0.42,0.52,0.000000,487.97,
18/11/2011 01:00:00,0.00,28.20,77.84,0.07,0.54,0.000000,481.91,
18/11/2011 02:00:00,0.00,27.64,81.39,-0.14,0.49,0.000000,473.85,
18/11/2011 03:00:00,0.00,27.06,85.13,0.05,0.43,0.000000,470.44,
18/11/2011 04:00:00,0.00,25.93,89.86,-0.31,0.33,0.000000,463.38,
18/11/2011 05:00:00,0.00,25.51,92.03,-0.29,0.33,0.000000,465.02,
18/11/2011 06:00:00,0.00,25.35,92.99,-0.30,0.25,0.000000,463.48,
18/11/2011 07:00:00,0.00,25.16,93.51,0.05,0.40,0.000000,467.92,
18/11/2011 08:00:00,158.06,25.12,94.23,0.03,0.38,0.000000,471.03,
18/11/2011 09:00:00,426.03,25.00,94.28,-0.01,0.31,0.000000,471.12,
18/11/2011 10:00:00,677.51,24.82,94.36,-0.09,0.34,0.000000,460.41,
18/11/2011 11:00:00,887.26,26.19,93.63,-0.31,0.34,0.000000,458.44,
18/11/2011 12:00:00,1037.86,28.90,82.96,-0.38,0.34,0.000000,447.75,
18/11/2011 13:00:00,1117.47,29.43,75.91,-0.56,0.43,0.000000,400.70,
18/11/2011 14:00:00,1119.95,30.90,68.24,-0.65,0.63,0.000000,410.62,
18/11/2011 15:00:00,1045.13,31.23,67.34,-0.67,0.55,0.000000,413.35,
18/11/2011 16:00:00,898.74,25.05,85.53,-0.80,0.39,0.144000,489.76,
18/11/2011 17:00:00,692.30,24.73,93.53,-0.89,0.58,0.173000,450.16,
18/11/2011 18:00:00,442.83,25.16,92.58,0.05,1.15,0.144000,416.98,
18/11/2011 19:00:00,174.82,26.22,91.88,-0.02,1.00,0.115000,458.19,
18/11/2011 20:00:00,0.00,26.77,88.36,0.10,1.24,0.086000,455.54,
18/11/2011 21:00:00,0.00,24.74,90.38,-0.97,0.67,0.058000,454.31,
18/11/2011 22:00:00,0.00,24.90,91.31,-0.75,0.75,0.029000,454.21,
18/11/2011 23:00:00,0.00,24.70,92.83,-0.74,0.51,0.029000,458.68,
19/11/2011 00:00:00,0.00,24.93,90.48,0.14,0.76,0.029000,450.81,
19/11/2011 01:00:00,0.00,25.03,92.13,0.13,0.75,0.029000,458.02,
19/11/2011 02:00:00,0.00,24.86,93.56,0.09,0.70,0.000000,452.61,
19/11/2011 03:00:00,0.00,24.57,94.54,0.11,0.61,0.000000,458.49,
19/11/2011 04:00:00,0.00,24.45,95.01,0.11,0.48,0.000000,457.35,
19/11/2011 05:00:00,0.00,24.41,95.03,0.03,0.44,0.000000,459.64,
19/11/2011 06:00:00,0.00,24.23,95.38,0.07,0.41,0.029000,461.65,
19/11/2011 07:00:00,0.00,24.21,95.59,0.02,0.36,0.000000,460.69,
19/11/2011 08:00:00,157.90,24.47,95.81,-0.02,0.34,0.000000,460.12,
19/11/2011 09:00:00,425.63,24.68,95.69,-0.24,0.19,0.000000,460.31,
19/11/2011 10:00:00,676.97,24.64,95.59,-0.22,0.23,0.000000,462.13,
19/11/2011 11:00:00,886.70,25.03,95.34,-0.31,0.21,0.000000,447.47,
19/11/2011 12:00:00,1037.39,26.10,92.58,0.07,0.55,0.000000,409.44,
19/11/2011 13:00:00,1117.20,27.75,84.61,-0.49,0.68,0.000000,392.38,
19/11/2011 14:00:00,1119.98,29.46,77.28,-0.62,0.59,0.000000,392.94,
19/11/2011 15:00:00,1045.51,30.53,70.36,-0.67,0.55,0.000000,446.02,
19/11/2011 16:00:00,899.53,29.76,71.16,-0.77,1.16,0.000000,430.83,
19/11/2011 17:00:00,693.50,27.96,82.16,-1.02,0.96,0.000000,427.08,
19/11/2011 18:00:00,444.40,28.51,79.53,0.06,1.51,0.000000,411.85,
19/11/2011 19:00:00,176.62,28.61,76.34,-0.04,1.53,0.000000,450.35,
19/11/2011 20:00:00,0.00,26.71,80.96,-1.11,0.78,0.000000,480.93,
19/11/2011 21:00:00,0.00,26.67,85.68,-0.90,0.62,0.000000,476.11,
19/11/2011 22:00:00,0.00,26.66,87.94,0.24,0.88,0.000000,473.56,
19/11/2011 23:00:00,0.00,26.53,86.63,0.03,0.69,0.000000,469.47,
20/11/2011 00:00:00,0.00,26.02,89.33,0.11,0.61,0.000000,471.80,
20/11/2011 01:00:00,0.00,25.79,91.98,0.09,0.54,0.000000,464.63,
20/11/2011 02:00:00,0.00,26.05,89.69,0.07,0.53,0.000000,458.40,
20/11/2011 03:00:00,0.00,25.29,93.01,0.06,0.54,0.000000,469.28,
20/11/2011 04:00:00,0.00,24.87,94.14,0.03,0.56,0.000000,466.76,
20/11/2011 05:00:00,0.00,24.58,94.73,0.09,0.54,0.000000,467.43,
20/11/2011 06:00:00,0.00,24.30,95.06,0.08,0.53,0.000000,464.25,
20/11/2011 07:00:00,0.00,24.17,95.44,0.06,0.51,0.000000,460.69,
20/11/2011 08:00:00,157.65,24.22,95.68,0.01,0.44,0.000000,462.90,
20/11/2011 09:00:00,425.15,24.15,95.74,0.01,0.40,0.000000,463.76,
20/11/2011 10:00:00,676.37,24.32,95.91,-0.02,0.34,0.000000,454.03,
20/11/2011 11:00:00,886.09,25.77,94.73,-0.11,0.42,0.000000,453.96,
20/11/2011 12:00:00,1036.88,27.50,86.78,-0.04,0.69,0.000000,429.73,
20/11/2011 13:00:00,1116.90,28.87,81.91,-0.51,0.64,0.000000,397.30,
20/11/2011 14:00:00,1119.99,28.67,79.99,-0.73,0.65,0.000000,406.59,
20/11/2011 15:00:00,1045.90,29.98,74.46,0.03,1.04,0.000000,425.00,
20/11/2011 16:00:00,900.34,25.77,90.76,0.05,1.01,0.000000,420.03,
20/11/2011 17:00:00,694.72,25.53,93.49,-0.28,0.92,0.000000,480.07,
20/11/2011 18:00:00,446.01,26.27,91.43,0.11,0.96,0.000000,390.85,
20/11/2011 19:00:00,178.46,29.97,78.18,-0.71,0.48,0.000000,455.18,
20/11/2011 20:00:00,0.00,29.39,79.08,-0.12,0.92,0.000000,514.79,
20/11/2011 21:00:00,0.00,28.55,81.69,0.11,0.80,0.000000,511.10,
20/11/2011 22:00:00,0.00,28.44,84.26,-0.61,0.44,0.000000,505.29,
20/11/2011 23:00:00,0.00,27.78,85.24,0.11,0.65,0.000000,492.97,
21/11/2011 00:00:00,0.00,26.98,89.36,0.09,0.63,0.000000,492.27,
21/11/2011 01:00:00,0.00,26.18,90.53,0.10,0.52,0.000000,485.68,
21/11/2011 02:00:00,0.00,25.56,92.53,0.07,0.44,0.000000,477.68,
21/11/2011 03:00:00,0.00,25.28,93.96,0.05,0.39,0.000000,465.98,
21/11/2011 04:00:00,0.00,25.14,94.68,0.07,0.36,0.000000,460.21,
21/11/2011 05:00:00,0.00,25.03,95.18,0.06,0.33,0.000000,467.34,
21/11/2011 06:00:00,0.00,24.87,95.28,0.07,0.29,0.000000,463.28,
21/11/2011 07:00:00,0.00,24.90,95.63,0.01,0.27,0.000000,459.16,
21/11/2011 08:00:00,157.34,24.80,95.83,-0.01,0.24,0.000000,467.05,
21/11/2011 09:00:00,424.60,24.77,95.88,0.01,0.23,0.000000,464.73,
21/11/2011 10:00:00,675.70,24.22,95.98,-0.03,0.30,0.000000,463.57,
21/11/2011 11:00:00,885.42,25.05,96.29,-0.33,0.26,0.000000,464.92,
21/11/2011 12:00:00,1036.34,25.88,96.21,-0.09,0.51,0.000000,446.39,
21/11/2011 13:00:00,1116.59,28.33,88.29,0.03,0.65,0.000000,396.89,
21/11/2011 14:00:00,1120.00,30.36,76.86,-0.35,0.56,0.000000,419.37,
21/11/2011 15:00:00,1046.30,31.58,69.28,-0.58,0.40,0.000000,406.75,
21/11/2011 16:00:00,901.16,31.85,65.71,-0.66,0.45,0.000000,413.84,
21/11/2011 17:00:00,695.97,32.52,62.86,0.22,0.74,0.000000,420.16,
21/11/2011 18:00:00,447.64,33.39,59.03,0.03,0.73,0.000000,448.98,
21/11/2011 19:00:00,180.33,35.33,53.81,0.16,0.63,0.000000,489.14,
21/11/2011 20:00:00,0.00,32.46,65.23,0.03,0.58,0.000000,524.07,
21/11/2011 21:00:00,0.00,26.57,83.49,0.18,0.86,0.000000,470.25,
21/11/2011 22:00:00,0.00,27.09,83.06,0.16,1.22,0.000000,473.37,
21/11/2011 23:00:00,0.00,27.29,80.14,-0.19,1.40,0.000000,468.60,
22/11/2011 00:00:00,0.00,27.03,82.04,0.14,1.21,0.000000,476.50,
22/11/2011 01:00:00,0.00,26.42,84.98,0.07,0.97,0.000000,468.21,
22/11/2011 02:00:00,0.00,26.09,89.13,0.07,0.78,0.000000,463.38,
22/11/2011 03:00:00,0.00,26.21,87.01,0.13,0.68,0.000000,457.54,
22/11/2011 04:00:00,0.00,26.42,86.44,0.09,0.64,0.000000,455.26,
22/11/2011 05:00:00,0.00,26.06,88.14,0.10,0.63,0.000000,450.53,
22/11/2011 06:00:00,0.00,25.23,92.04,0.08,0.59,0.000000,457.54,
22/11/2011 07:00:00,0.00,24.82,93.54,-0.02,0.55,0.000000,473.46,
22/11/2011 08:00:00,156.95,24.78,94.34,0.04,0.47,0.000000,456.11,
22/11/2011 09:00:00,423.98,24.77,94.48,0.02,0.42,0.000000,449.78,
22/11/2011 10:00:00,674.97,25.06,94.68,-0.01,0.34,0.000000,462.51,
22/11/2011 11:00:00,884.70,25.92,94.08,-0.08,0.29,0.000000,462.73,
22/11/2011 12:00:00,1035.76,27.00,89.96,-0.24,0.18,0.000000,469.52,
22/11/2011 13:00:00,1116.25,28.83,83.83,-0.26,0.32,0.000000,393.45,
22/11/2011 14:00:00,1120.00,29.48,81.94,-0.25,0.52,0.000000,398.59,
22/11/2011 15:00:00,1046.70,31.04,70.14,-0.02,0.72,0.000000,411.44,
22/11/2011 16:00:00,902.01,31.98,67.76,0.25,0.75,0.000000,419.25,
22/11/2011 17:00:00,697.25,33.35,62.54,-0.62,0.44,0.000000,424.18,
22/11/2011 18:00:00,449.30,34.30,58.11,-0.60,0.48,0.000000,479.53,
22/11/2011 19:00:00,182.23,32.73,65.79,-0.65,0.64,0.000000,490.69,
22/11/2011 20:00:00,0.00,28.01,80.89,-0.74,0.68,0.000000,484.99,
22/11/2011 21:00:00,0.00,27.36,86.33,0.21,0.96,0.000000,487.27,
22/11/2011 22:00:00,0.00,28.41,81.79,-1.07,0.40,0.000000,489.56,
22/11/2011 23:00:00,0.00,28.44,79.23,-0.35,1.04,0.000000,484.89,
23/11/2011 00:00:00,0.00,28.11,86.03,-0.69,0.69,0.000000,483.50,
23/11/2011 01:00:00,0.00,25.85,91.73,-0.98,0.85,0.000000,475.32,
23/11/2011 02:00:00,0.00,25.79,91.24,-1.12,0.63,0.000000,466.56,
23/11/2011 03:00:00,0.00,25.28,92.28,0.07,1.06,0.000000,466.37,
23/11/2011 04:00:00,0.00,25.35,92.83,0.17,0.81,0.000000,466.56,
23/11/2011 05:00:00,0.00,25.37,92.88,0.07,0.70,0.000000,468.60,
23/11/2011 06:00:00,0.00,25.25,92.18,0.08,0.59,0.000000,464.44,
23/11/2011 07:00:00,0.00,25.06,92.79,0.09,0.67,0.000000,464.05,
23/11/2011 08:00:00,156.49,25.28,92.01,0.07,0.80,0.000000,469.28,
23/11/2011 09:00:00,423.29,25.21,92.58,-0.78,0.65,0.000000,469.37,
23/11/2011 10:00:00,674.18,25.31,92.88,-0.75,0.70,0.000000,467.82,
23/11/2011 11:00:00,883.94,25.53,92.01,-0.79,0.69,0.000000,466.85,
23/11/2011 12:00:00,1035.14,26.71,86.64,-0.88,0.93,0.000000,430.44,
23/11/2011 13:00:00,1115.90,27.92,83.74,-0.86,1.15,0.000000,387.65,
23/11/2011 14:00:00,1119.99,29.55,76.03,-1.43,0.99,0.000000,398.97,
23/11/2011 15:00:00,1047.12,30.48,71.04,-1.62,1.10,0.000000,405.28,
23/11/2011 16:00:00,902.87,31.71,66.94,-0.35,2.01,0.000000,409.22,
23/11/2011 17:00:00,698.55,31.78,67.04,-1.69,1.11,0.000000,415.67,
23/11/2011 18:00:00,450.99,32.53,63.43,-0.77,1.78,0.000000,436.78,
23/11/2011 19:00:00,184.16,33.04,60.71,-1.38,1.08,0.000000,484.35,
23/11/2011 20:00:00,0.00,27.30,86.38,-1.28,0.97,0.000000,509.87,
23/11/2011 21:00:00,0.00,28.01,85.44,-1.02,0.93,0.000000,472.39,
23/11/2011 22:00:00,0.00,28.38,83.74,-0.81,0.68,0.000000,478.66,
23/11/2011 23:00:00,0.00,27.48,88.64,-0.42,0.62,0.000000,484.79,
24/11/2011 00:00:00,0.00,27.17,89.51,0.13,0.49,0.000000,485.38,
24/11/2011 01:00:00,0.00,27.28,87.14,0.09,0.32,0.000000,490.36,
24/11/2011 02:00:00,0.00,26.81,89.04,-0.13,0.16,0.000000,491.26,
24/11/2011 03:00:00,0.00,26.76,87.48,0.02,0.13,0.000000,492.27,
24/11/2011 04:00:00,0.00,27.07,85.36,0.00,0.08,0.000000,490.36,
24/11/2011 05:00:00,0.00,27.24,81.69,0.02,0.16,0.000000,487.27,
24/11/2011 06:00:00,0.00,26.86,83.13,0.02,0.20,0.000000,484.09,
24/11/2011 07:00:00,0.00,25.82,87.58,0.02,0.20,0.000000,479.45,
24/11/2011 08:00:00,155.96,25.67,88.94,-0.00,0.21,0.000000,479.15,
24/11/2011 09:00:00,422.54,25.74,88.04,0.01,0.23,0.000000,474.44,
24/11/2011 10:00:00,673.33,25.92,86.56,0.01,0.25,0.000000,474.44,
24/11/2011 11:00:00,883.13,27.97,78.93,0.02,0.38,0.000000,458.08,
24/11/2011 12:00:00,1034.49,28.90,75.11,0.03,0.59,0.000000,427.93,
24/11/2011 13:00:00,1115.53,30.00,71.59,0.08,0.83,0.000000,406.26,
24/11/2011 14:00:00,1119.99,31.07,66.34,0.07,1.16,0.000000,403.07,
24/11/2011 15:00:00,1047.54,31.52,62.86,0.08,1.56,0.000000,410.54,
24/11/2011 16:00:00,903.75,32.21,61.79,0.26,1.80,0.000000,417.00,
24/11/2011 17:00:00,699.88,32.89,58.26,0.37,2.03,0.000000,420.75,
24/11/2011 18:00:00,452.71,33.84,55.78,0.75,1.81,0.000000,442.94,
24/11/2011 19:00:00,186.11,34.20,53.89,0.33,1.92,0.000000,491.45,
24/11/2011 20:00:00,0.00,34.78,52.16,0.90,1.64,0.000000,534.47,
24/11/2011 21:00:00,0.00,34.16,53.36,0.84,1.54,0.000000,533.43,
24/11/2011 22:00:00,0.00,35.00,54.56,0.68,1.25,0.000000,529.26,
24/11/2011 23:00:00,0.00,31.65,67.46,0.50,0.92,0.000000,525.31,
25/11/2011 00:00:00,0.00,30.10,72.14,0.47,0.87,0.000000,491.86,
25/11/2011 01:00:00,0.00,29.52,74.88,0.06,0.98,0.000000,493.87,
25/11/2011 02:00:00,0.00,29.20,76.64,0.12,0.80,0.000000,484.19,
25/11/2011 03:00:00,0.00,28.94,78.31,0.01,0.68,0.000000,480.14,
25/11/2011 04:00:00,0.00,28.31,82.11,-0.01,0.55,0.000000,475.22,
25/11/2011 05:00:00,0.00,27.90,86.39,0.01,0.41,0.000000,473.76,
25/11/2011 06:00:00,0.00,27.71,86.04,0.01,0.35,0.000000,473.27,
25/11/2011 07:00:00,0.00,28.09,79.08,0.03,0.38,0.000000,498.50,
25/11/2011 08:00:00,155.37,27.20,85.81,-0.02,0.33,0.000000,494.37,
25/11/2011 09:00:00,421.71,26.34,89.56,0.03,0.35,0.000000,484.89,
25/11/2011 10:00:00,672.43,26.10,90.26,0.02,0.30,0.000000,474.34,
25/11/2011 11:00:00,882.27,27.08,86.24,0.02,0.33,0.000000,472.22,
25/11/2011 12:00:00,1033.82,29.40,78.76,0.02,0.40,0.000000,437.58,
25/11/2011 13:00:00,1115.14,30.69,69.58,0.04,0.55,0.000000,415.42,
25/11/2011 14:00:00,1119.98,31.84,66.04,0.00,0.79,0.000000,413.26,
25/11/2011 15:00:00,1047.97,32.74,61.24,0.08,1.11,0.000000,419.50,
25/11/2011 16:00:00,904.64,33.53,57.83,-0.08,1.25,0.000000,424.60,
25/11/2011 17:00:00,701.23,33.83,52.76,0.02,1.61,0.000000,428.89,
25/11/2011 18:00:00,454.45,34.23,52.48,-1.38,0.99,0.000000,449.57,
25/11/2011 19:00:00,188.09,34.35,53.46,-0.87,1.30,0.000000,496.74,
25/11/2011 20:00:00,0.00,34.81,51.16,-0.93,0.89,0.000000,546.54,
25/11/2011 21:00:00,0.00,35.76,48.59,-0.80,0.71,0.000000,541.59,
25/11/2011 22:00:00,0.00,32.01,60.01,-0.91,0.60,0.000000,529.05,
25/11/2011 23:00:00,0.00,28.82,66.81,-0.82,0.71,0.000000,505.90,
26/11/2011 00:00:00,0.00,26.71,71.33,-0.95,0.40,0.000000,472.78,
26/11/2011 01:00:00,0.00,25.98,74.13,0.12,0.98,0.000000,469.08,
26/11/2011 02:00:00,0.00,25.90,75.49,-0.02,0.88,0.000000,479.35,
26/11/2011 03:00:00,0.00,26.44,75.76,-0.54,0.59,0.000000,473.56,
26/11/2011 04:00:00,0.00,26.96,76.26,0.16,0.62,0.000000,477.38,
26/11/2011 05:00:00,0.00,26.34,79.01,0.00,0.49,0.000000,475.52,
26/11/2011 06:00:00,0.00,26.36,82.38,0.02,0.47,0.000000,478.56,
26/11/2011 07:00:00,0.00,25.46,86.91,0.00,0.43,0.000000,478.17,
26/11/2011 08:00:00,154.70,25.52,89.06,-0.03,0.37,0.000000,476.60,
26/11/2011 09:00:00,420.82,26.15,85.01,0.01,0.44,0.000000,453.08,
26/11/2011 10:00:00,671.47,25.88,87.16,0.00,0.43,0.000000,475.71,
26/11/2011 11:00:00,881.38,27.16,83.69,0.03,0.54,0.000000,455.29,
26/11/2011 12:00:00,1033.11,28.36,79.36,0.05,0.68,0.000000,423.86,
26/11/2011 13:00:00,1114.74,30.23,73.94,0.00,0.75,0.000000,426.83,
26/11/2011 14:00:00,1119.97,31.30,68.46,0.08,0.78,0.000000,408.23,
26/11/2011 15:00:00,1048.41,32.45,60.59,0.05,0.98,0.000000,418.08,
26/11/2011 16:00:00,905.56,33.53,55.19,0.24,1.19,0.000000,426.53,
26/11/2011 17:00:00,702.61,34.51,48.91,0.15,1.38,0.000000,432.43,
26/11/2011 18:00:00,456.22,35.03,47.99,0.11,1.43,0.000000,454.47,
26/11/2011 19:00:00,190.09,35.74,45.78,0.18,1.40,0.000000,501.37,
26/11/2011 20:00:00,0.00,36.26,43.40,0.02,1.30,0.000000,545.49,
26/11/2011 21:00:00,0.00,35.86,43.53,0.16,1.22,0.000000,549.49,
26/11/2011 22:00:00,0.00,36.66,46.98,0.24,0.95,0.000000,547.91,
26/11/2011 23:00:00,0.00,32.02,60.56,-0.55,0.57,0.000000,529.78,
27/11/2011 00:00:00,0.00,30.76,71.66,-0.65,0.23,0.000000,515.82,
27/11/2011 01:00:00,0.00,30.40,71.43,-0.12,0.76,0.000000,498.30,
27/11/2011 02:00:00,0.00,29.89,79.69,-0.73,0.88,0.000000,491.76,
27/11/2011 03:00:00,0.00,29.61,81.03,0.05,1.09,0.000000,489.37,
27/11/2011 04:00:00,0.00,29.16,83.23,0.18,0.91,0.000000,489.66,
27/11/2011 05:00:00,0.00,28.99,84.84,-0.83,0.37,0.000000,488.17,
27/11/2011 06:00:00,0.00,28.47,87.09,-0.74,0.29,0.000000,482.41,
27/11/2011 07:00:00,0.00,27.66,90.41,-0.40,0.52,0.000000,478.17,
27/11/2011 08:00:00,153.97,27.27,83.29,-0.47,0.43,0.000000,480.83,
27/11/2011 09:00:00,419.87,26.65,85.31,-0.42,0.43,0.000000,476.99,
27/11/2011 10:00:00,670.45,26.26,87.08,-0.05,0.53,0.000000,472.97,
27/11/2011 11:00:00,880.44,27.88,80.61,0.01,0.52,0.000000,455.53,
27/11/2011 12:00:00,1032.38,28.94,77.88,0.05,0.64,0.000000,436.49,
27/11/2011 13:00:00,1114.32,30.91,73.19,0.05,0.90,0.000000,409.83,
27/11/2011 14:00:00,1119.96,31.90,68.46,-0.10,1.14,0.000000,418.08,
27/11/2011 15:00:00,1048.87,32.51,64.79,0.20,1.37,0.000000,424.60,
27/11/2011 16:00:00,906.50,33.59,62.21,0.18,1.43,0.000000,428.97,
27/11/2011 17:00:00,704.01,34.15,59.34,0.14,1.37,0.000000,432.09,
27/11/2011 18:00:00,458.02,35.24,54.98,0.15,1.26,0.000000,456.90,
27/11/2011 19:00:00,192.11,36.30,50.08,-0.50,0.99,0.000000,501.54,
27/11/2011 20:00:00,0.00,36.05,49.18,-0.98,0.38,0.000000,553.73,
27/11/2011 21:00:00,0.00,37.33,45.06,-0.83,0.37,0.000000,553.09,
27/11/2011 22:00:00,0.00,34.32,57.53,-0.57,0.41,0.000000,542.96,
27/11/2011 23:00:00,0.00,32.08,67.36,-0.65,0.55,0.000000,516.74,
28/11/2011 00:00:00,0.00,30.50,77.94,-0.01,1.39,0.000000,498.10,
28/11/2011 01:00:00,0.00,29.41,79.83,-0.95,1.50,0.000000,487.57,
28/11/2011 02:00:00,0.00,28.90,80.28,-1.88,0.86,0.000000,481.22,
28/11/2011 03:00:00,0.00,28.79,81.08,0.09,2.18,0.000000,476.79,
28/11/2011 04:00:00,0.00,28.59,84.18,0.23,2.19,0.000000,473.66,
28/11/2011 05:00:00,0.00,28.26,85.74,0.23,2.07,0.000000,474.05,
28/11/2011 06:00:00,0.00,27.96,86.99,0.24,1.76,0.000000,476.60,
28/11/2011 07:00:00,0.00,28.02,88.23,-0.96,0.94,0.000000,475.32,
28/11/2011 08:00:00,153.17,27.46,89.71,0.00,1.04,0.000000,475.22,
28/11/2011 09:00:00,418.86,27.36,90.43,0.01,0.81,0.000000,471.32,
28/11/2011 10:00:00,669.39,26.60,92.73,0.03,0.63,0.000000,474.15,
28/11/2011 11:00:00,879.46,27.18,91.94,0.02,0.60,0.000000,481.52,
28/11/2011 12:00:00,1031.62,28.82,82.51,0.04,0.66,0.000000,435.26,
28/11/2011 13:00:00,1113.90,28.67,77.24,-0.00,0.79,0.000000,407.10,
28/11/2011 14:00:00,1119.95,29.16,76.58,0.10,0.80,0.000000,380.29,
28/11/2011 15:00:00,1049.33,31.10,71.53,-0.05,0.86,0.000000,474.98,
28/11/2011 16:00:00,907.46,32.04,68.84,0.03,0.87,0.000000,452.56,
28/11/2011 17:00:00,705.43,29.41,77.46,-0.25,1.13,0.000000,426.12,
28/11/2011 18:00:00,459.84,28.29,76.83,0.28,1.91,0.000000,428.16,
28/11/2011 19:00:00,194.16,28.81,76.58,-0.69,1.93,0.000000,452.47,
28/11/2011 20:00:00,0.00,30.05,70.09,-1.49,1.08,0.000000,492.16,
28/11/2011 21:00:00,0.00,29.85,70.33,-1.30,1.00,0.000000,497.19,
28/11/2011 22:00:00,0.00,29.28,74.44,-1.22,1.09,0.000000,488.17,
28/11/2011 23:00:00,0.00,28.55,75.78,-1.09,0.89,0.000000,480.24,
