ISOTime,FLOW
14/05/2010 00:00:00,1.26
15/05/2010 00:00:00,1.25
16/05/2010 00:00:00,1.28
17/05/2010 00:00:00,1.2
18/05/2010 00:00:00,1.06
19/05/2010 00:00:00,1.23
20/05/2010 00:00:00,1.11
21/05/2010 00:00:00,1.01
22/05/2010 00:00:00,1.02
23/05/2010 00:00:00,0.97
24/05/2010 00:00:00,1.09
25/05/2010 00:00:00,1.12
26/05/2010 00:00:00,1.14
27/05/2010 00:00:00,0.99
28/05/2010 00:00:00,1.06
29/05/2010 00:00:00,1.05
30/05/2010 00:00:00,0.95
31/05/2010 00:00:00,1.11
01/06/2010 00:00:00,1.08
02/06/2010 00:00:00,1.14
03/06/2010 00:00:00,1.11
04/06/2010 00:00:00,1.19
05/06/2010 00:00:00,1.18
06/06/2010 00:00:00,1.16
07/06/2010 00:00:00,1.27
08/06/2010 00:00:00,1.28
09/06/2010 00:00:00,1.31
10/06/2010 00:00:00,1.25
11/06/2010 00:00:00,1.24
12/06/2010 00:00:00,1.26
13/06/2010 00:00:00,1.21
14/06/2010 00:00:00,1.36
15/06/2010 00:00:00,1.29
16/06/2010 00:00:00,1.35
17/06/2010 00:00:00,1.36
18/06/2010 00:00:00,1.42
19/06/2010 00:00:00,1.42
20/06/2010 00:00:00,1.41
21/06/2010 00:00:00,1.53
22/06/2010 00:00:00,1.46
23/06/2010 00:00:00,1.58
24/06/2010 00:00:00,1.55
25/06/2010 00:00:00,1.55
26/06/2010 00:00:00,1.46
27/06/2010 00:00:00,1.47
28/06/2010 00:00:00,1.61
29/06/2010 00:00:00,1.61
30/06/2010 00:00:00,1.57
01/07/2010 00:00:00,1.48
02/07/2010 00:00:00,1.45
03/07/2010 00:00:00,1.44
04/07/2010 00:00:00,1.45
05/07/2010 00:00:00,1.5
06/07/2010 00:00:00,1.36
07/07/2010 00:00:00,1.45
08/07/2010 00:00:00,1.51
09/07/2010 00:00:00,1.54
10/07/2010 00:00:00,1.39
11/07/2010 00:00:00,1.41
12/07/2010 00:00:00,1.51
13/07/2010 00:00:00,1.48
14/07/2010 00:00:00,1.51
15/07/2010 00:00:00,1.48
16/07/2010 00:00:00,1.44
17/07/2010 00:00:00,1.51
18/07/2010 00:00:00,1.53
19/07/2010 00:00:00,1.65
20/07/2010 00:00:00,1.59
21/07/2010 00:00:00,1.63
22/07/2010 00:00:00,1.6
23/07/2010 00:00:00,1.6
24/07/2010 00:00:00,1.6
25/07/2010 00:00:00,1.62
26/07/2010 00:00:00,1.76
27/07/2010 00:00:00,1.67
28/07/2010 00:00:00,1.74
29/07/2010 00:00:00,1.58
30/07/2010 00:00:00,1.59
31/07/2010 00:00:00,1.64
01/08/2010 00:00:00,1.52
02/08/2010 00:00:00,1.59
03/08/2010 00:00:00,1.58
04/08/2010 00:00:00,1.54
05/08/2010 00:00:00,1.55
06/08/2010 00:00:00,1.51
07/08/2010 00:00:00,1.53
08/08/2010 00:00:00,1.49
09/08/2010 00:00:00,1.56
10/08/2010 00:00:00,1.72
11/08/2010 00:00:00,1.55
12/08/2010 00:00:00,1.62
13/08/2010 00:00:00,1.59
14/08/2010 00:00:00,1.58
15/08/2010 00:00:00,1.57
16/08/2010 00:00:00,1.6
17/08/2010 00:00:00,1.74
18/08/2010 00:00:00,1.56
19/08/2010 00:00:00,1.66
20/08/2010 00:00:00,1.56
21/08/2010 00:00:00,1.54
22/08/2010 00:00:00,1.6
23/08/2010 00:00:00,1.59
24/08/2010 00:00:00,1.66
25/08/2010 00:00:00,1.6
26/08/2010 00:00:00,1.61
27/08/2010 00:00:00,1.58
28/08/2010 00:00:00,1.5
29/08/2010 00:00:00,1.57
30/08/2010 00:00:00,1.62
31/08/2010 00:00:00,1.63
01/09/2010 00:00:00,1.59
02/09/2010 00:00:00,1.52
03/09/2010 00:00:00,1.52
04/09/2010 00:00:00,1.23
05/09/2010 00:00:00,1.01
06/09/2010 00:00:00,1.14
07/09/2010 00:00:00,1.21
08/09/2010 00:00:00,1.36
09/09/2010 00:00:00,1.26
10/09/2010 00:00:00,1.37
11/09/2010 00:00:00,1.35
12/09/2010 00:00:00,1.39
13/09/2010 00:00:00,1.44
14/09/2010 00:00:00,1.33
15/09/2010 00:00:00,1.45
16/09/2010 00:00:00,1.36
17/09/2010 00:00:00,1.44
18/09/2010 00:00:00,1.52
19/09/2010 00:00:00,1.4
20/09/2010 00:00:00,1.49
21/09/2010 00:00:00,1.34
22/09/2010 00:00:00,1.65
23/09/2010 00:00:00,1.25
24/09/2010 00:00:00,1.15
25/09/2010 00:00:00,1.19
26/09/2010 00:00:00,1.12
27/09/2010 00:00:00,1.55
28/09/2010 00:00:00,1.37
29/09/2010 00:00:00,1.25
30/09/2010 00:00:00,1.06
01/10/2010 00:00:00,1.03
02/10/2010 00:00:00,1.14
03/10/2010 00:00:00,1.23
04/10/2010 00:00:00,1.27
05/10/2010 00:00:00,1.28
06/10/2010 00:00:00,1.18
07/10/2010 00:00:00,1.03
08/10/2010 00:00:00,0.99
09/10/2010 00:00:00,0.93
10/10/2010 00:00:00,0.93
11/10/2010 00:00:00,0.87
12/10/2010 00:00:00,0.9
13/10/2010 00:00:00,0.8
14/10/2010 00:00:00,0.88
15/10/2010 00:00:00,0.87
16/10/2010 00:00:00,0.83
17/10/2010 00:00:00,0.78
18/10/2010 00:00:00,0.86
19/10/2010 00:00:00,0.95
20/10/2010 00:00:00,0.96
21/10/2010 00:00:00,0.91
22/10/2010 00:00:00,0.96
23/10/2010 00:00:00,0.98
24/10/2010 00:00:00,1.02
25/10/2010 00:00:00,1.07
26/10/2010 00:00:00,1.07
27/10/2010 00:00:00,1.04
28/10/2010 00:00:00,0.92
29/10/2010 00:00:00,1.05
30/10/2010 00:00:00,1
31/10/2010 00:00:00,0.86
01/11/2010 00:00:00,0.84
02/11/2010 00:00:00,0.7
03/11/2010 00:00:00,0.46
04/11/2010 00:00:00,1.16
05/11/2010 00:00:00,0.85
06/11/2010 00:00:00,0.88
07/11/2010 00:00:00,0.91
08/11/2010 00:00:00,0.96
09/11/2010 00:00:00,0.97
10/11/2010 00:00:00,0.94
11/11/2010 00:00:00,0.85
12/11/2010 00:00:00,0.98
13/11/2010 00:00:00,1.08
14/11/2010 00:00:00,1.04
15/11/2010 00:00:00,0.9
16/11/2010 00:00:00,0.86
17/11/2010 00:00:00,0.82
18/11/2010 00:00:00,0
19/11/2010 00:00:00,0.81
20/11/2010 00:00:00,0.85
21/11/2010 00:00:00,0.91
22/11/2010 00:00:00,0.94
23/11/2010 00:00:00,0.87
24/11/2010 00:00:00,0.91
25/11/2010 00:00:00,0.91
26/11/2010 00:00:00,0.92
27/11/2010 00:00:00,1
28/11/2010 00:00:00,0.92
29/11/2010 00:00:00,0.87
30/11/2010 00:00:00,0.84
01/12/2010 00:00:00,0.68
02/12/2010 00:00:00,0.62
03/12/2010 00:00:00,0.75
04/12/2010 00:00:00,0.78
05/12/2010 00:00:00,0.83
06/12/2010 00:00:00,0.91
07/12/2010 00:00:00,0.79
08/12/2010 00:00:00,0.76
09/12/2010 00:00:00,0.73
10/12/2010 00:00:00,0.78
11/12/2010 00:00:00,0.71
12/12/2010 00:00:00,0.67
13/12/2010 00:00:00,0.74
14/12/2010 00:00:00,0.62
15/12/2010 00:00:00,0.71
16/12/2010 00:00:00,0.66
17/12/2010 00:00:00,0.68
18/12/2010 00:00:00,0.7
19/12/2010 00:00:00,0.71
20/12/2010 00:00:00,0.76
21/12/2010 00:00:00,0.74
22/12/2010 00:00:00,0.7
23/12/2010 00:00:00,0.77
24/12/2010 00:00:00,0.63
25/12/2010 00:00:00,0.7
26/12/2010 00:00:00,0.62
27/12/2010 00:00:00,0.67
28/12/2010 00:00:00,0.73
29/12/2010 00:00:00,0.64
30/12/2010 00:00:00,0.67
31/12/2010 00:00:00,0.78
01/01/2011 00:00:00,0.62
02/01/2011 00:00:00,0.59
03/01/2011 00:00:00,0.71
04/01/2011 00:00:00,0.65
05/01/2011 00:00:00,0.67
06/01/2011 00:00:00,0.68
07/01/2011 00:00:00,0.53
08/01/2011 00:00:00,0.57
09/01/2011 00:00:00,0.6
10/01/2011 00:00:00,0.56
11/01/2011 00:00:00,0.62
12/01/2011 00:00:00,0
13/01/2011 00:00:00,0.56
14/01/2011 00:00:00,0.57
15/01/2011 00:00:00,0.59
16/01/2011 00:00:00,0.48
17/01/2011 00:00:00,0.64
18/01/2011 00:00:00,0.65
19/01/2011 00:00:00,0.67
20/01/2011 00:00:00,0.79
21/01/2011 00:00:00,0.84
22/01/2011 00:00:00,0.54
23/01/2011 00:00:00,0.56
24/01/2011 00:00:00,0.45
25/01/2011 00:00:00,0.56
26/01/2011 00:00:00,0.6
27/01/2011 00:00:00,0.63
28/01/2011 00:00:00,0.65
29/01/2011 00:00:00,0.72
30/01/2011 00:00:00,0.74
31/01/2011 00:00:00,0.51
01/02/2011 00:00:00,0.69
02/02/2011 00:00:00,0.65
03/02/2011 00:00:00,0.68
04/02/2011 00:00:00,0.8
05/02/2011 00:00:00,0.73
06/02/2011 00:00:00,0.68
07/02/2011 00:00:00,0.68
08/02/2011 00:00:00,0
09/02/2011 00:00:00,0.26
10/02/2011 00:00:00,0.97
11/02/2011 00:00:00,0.69
12/02/2011 00:00:00,0.64
13/02/2011 00:00:00,0.65
14/02/2011 00:00:00,0.58
15/02/2011 00:00:00,0.6
16/02/2011 00:00:00,1.07
17/02/2011 00:00:00,0.5
18/02/2011 00:00:00,0.73
19/02/2011 00:00:00,0.72
20/02/2011 00:00:00,0.73
21/02/2011 00:00:00,0.77
22/02/2011 00:00:00,0.69
23/02/2011 00:00:00,0.65
24/02/2011 00:00:00,0.63
25/02/2011 00:00:00,0.64
26/02/2011 00:00:00,0.64
27/02/2011 00:00:00,0.71
28/02/2011 00:00:00,0.68
01/03/2011 00:00:00,0.64
02/03/2011 00:00:00,0.66
03/03/2011 00:00:00,0.56
04/03/2011 00:00:00,0.54
05/03/2011 00:00:00,0.53
06/03/2011 00:00:00,0.55
07/03/2011 00:00:00,0.54
08/03/2011 00:00:00,0.43
09/03/2011 00:00:00,0.56
10/03/2011 00:00:00,0.54
11/03/2011 00:00:00,0.54
12/03/2011 00:00:00,0.6
13/03/2011 00:00:00,0.63
14/03/2011 00:00:00,0.63
15/03/2011 00:00:00,0.54
16/03/2011 00:00:00,0.31
17/03/2011 00:00:00,0.76
18/03/2011 00:00:00,0.71
19/03/2011 00:00:00,0.65
20/03/2011 00:00:00,0.69
21/03/2011 00:00:00,0.86
22/03/2011 00:00:00,0.71
23/03/2011 00:00:00,0.6
24/03/2011 00:00:00,0.65
25/03/2011 00:00:00,0.67
26/03/2011 00:00:00,0.73
27/03/2011 00:00:00,0.65
28/03/2011 00:00:00,0.7
29/03/2011 00:00:00,0.67
30/03/2011 00:00:00,0.67
31/03/2011 00:00:00,0.55
01/04/2011 00:00:00,0.57
02/04/2011 00:00:00,0.57
03/04/2011 00:00:00,0.51
04/04/2011 00:00:00,0.8
05/04/2011 00:00:00,0.55
06/04/2011 00:00:00,0.57
07/04/2011 00:00:00,0.59
08/04/2011 00:00:00,0.56
09/04/2011 00:00:00,0.51
10/04/2011 00:00:00,0.56
11/04/2011 00:00:00,0.31
12/04/2011 00:00:00,0.57
13/04/2011 00:00:00,0.52
14/04/2011 00:00:00,0.58
15/04/2011 00:00:00,0.78
16/04/2011 00:00:00,0.59
17/04/2011 00:00:00,0.64
18/04/2011 00:00:00,0.69
19/04/2011 00:00:00,0.83
20/04/2011 00:00:00,0.81
21/04/2011 00:00:00,0.77
22/04/2011 00:00:00,0.78
23/04/2011 00:00:00,0.79
24/04/2011 00:00:00,0.74
25/04/2011 00:00:00,0.85
26/04/2011 00:00:00,1
27/04/2011 00:00:00,0.95
28/04/2011 00:00:00,0.97
29/04/2011 00:00:00,1.08
30/04/2011 00:00:00,1.08
01/05/2011 00:00:00,1.04
02/05/2011 00:00:00,1.08
03/05/2011 00:00:00,1.14
04/05/2011 00:00:00,1.34
05/05/2011 00:00:00,1.12
06/05/2011 00:00:00,1.1
07/05/2011 00:00:00,1.11
08/05/2011 00:00:00,1.07
09/05/2011 00:00:00,1.06
10/05/2011 00:00:00,1.16
11/05/2011 00:00:00,1.16
12/05/2011 00:00:00,1.16
13/05/2011 00:00:00,1.12
14/05/2011 00:00:00,1.2
15/05/2011 00:00:00,1.2
16/05/2011 00:00:00,1.26
17/05/2011 00:00:00,1.31
18/05/2011 00:00:00,1.32
19/05/2011 00:00:00,1.32
20/05/2011 00:00:00,1.34
21/05/2011 00:00:00,1.31
22/05/2011 00:00:00,1.3
23/05/2011 00:00:00,1.36
24/05/2011 00:00:00,1.34
25/05/2011 00:00:00,1.34
26/05/2011 00:00:00,1.4
27/05/2011 00:00:00,1.35
28/05/2011 00:00:00,1.39
29/05/2011 00:00:00,1.37
30/05/2011 00:00:00,1.49
31/05/2011 00:00:00,1.54
01/06/2011 00:00:00,1.51
02/06/2011 00:00:00,1.23
03/06/2011 00:00:00,1.44
04/06/2011 00:00:00,1.31
05/06/2011 00:00:00,1.39
06/06/2011 00:00:00,1.54
07/06/2011 00:00:00,1.35
08/06/2011 00:00:00,1.49
09/06/2011 00:00:00,1.41
10/06/2011 00:00:00,1.37
11/06/2011 00:00:00,1.36
12/06/2011 00:00:00,1.26
13/06/2011 00:00:00,1.37
14/06/2011 00:00:00,1.43
15/06/2011 00:00:00,1.38
16/06/2011 00:00:00,1.39
17/06/2011 00:00:00,1.45
18/06/2011 00:00:00,1.43
19/06/2011 00:00:00,1.44
20/06/2011 00:00:00,1.5
21/06/2011 00:00:00,1.5
22/06/2011 00:00:00,1.5
23/06/2011 00:00:00,1.55
24/06/2011 00:00:00,1.59
25/06/2011 00:00:00,1.46
26/06/2011 00:00:00,1.51
27/06/2011 00:00:00,1.62
28/06/2011 00:00:00,1.62
29/06/2011 00:00:00,1.56
30/06/2011 00:00:00,1.53
01/07/2011 00:00:00,1.55
02/07/2011 00:00:00,1.3
03/07/2011 00:00:00,1.48
04/07/2011 00:00:00,1.45
05/07/2011 00:00:00,1.38
06/07/2011 00:00:00,1.46
07/07/2011 00:00:00,1.49
08/07/2011 00:00:00,1.53
09/07/2011 00:00:00,1.51
10/07/2011 00:00:00,1.47
11/07/2011 00:00:00,1.6
12/07/2011 00:00:00,1.5
13/07/2011 00:00:00,1.63
14/07/2011 00:00:00,1.58
15/07/2011 00:00:00,1.46
16/07/2011 00:00:00,1.43
17/07/2011 00:00:00,1.37
18/07/2011 00:00:00,1.68
19/07/2011 00:00:00,1.5
20/07/2011 00:00:00,1.5
21/07/2011 00:00:00,1.58
22/07/2011 00:00:00,1.43
23/07/2011 00:00:00,1.5
24/07/2011 00:00:00,1.5
25/07/2011 00:00:00,1.5
26/07/2011 00:00:00,1.64
27/07/2011 00:00:00,1.58
28/07/2011 00:00:00,1.5
29/07/2011 00:00:00,1.62
30/07/2011 00:00:00,1.41
31/07/2011 00:00:00,1.6
01/08/2011 00:00:00,1.5
02/08/2011 00:00:00,1.5
03/08/2011 00:00:00,1.53
04/08/2011 00:00:00,1.42
05/08/2011 00:00:00,1.46
06/08/2011 00:00:00,1.48
07/08/2011 00:00:00,1.49
08/08/2011 00:00:00,1.65
09/08/2011 00:00:00,1.59
10/08/2011 00:00:00,1.55
11/08/2011 00:00:00,1.64
12/08/2011 00:00:00,1.55
13/08/2011 00:00:00,1.43
14/08/2011 00:00:00,1.5
15/08/2011 00:00:00,1.48
16/08/2011 00:00:00,1.49
17/08/2011 00:00:00,1.61
18/08/2011 00:00:00,1.51
19/08/2011 00:00:00,1.55
20/08/2011 00:00:00,1.53
21/08/2011 00:00:00,1.54
22/08/2011 00:00:00,1.65
23/08/2011 00:00:00,1.63
24/08/2011 00:00:00,1.5
25/08/2011 00:00:00,1.55
26/08/2011 00:00:00,1.8
27/08/2011 00:00:00,1.48
28/08/2011 00:00:00,1.54
29/08/2011 00:00:00,1.75
30/08/2011 00:00:00,1.6
31/08/2011 00:00:00,1.55
01/09/2011 00:00:00,1.67
02/09/2011 00:00:00,0
03/09/2011 00:00:00,1.54
04/09/2011 00:00:00,1.47
05/09/2011 00:00:00,1.49
06/09/2011 00:00:00,1.5
07/09/2011 00:00:00,1.51
08/09/2011 00:00:00,1.56
09/09/2011 00:00:00,1.46
10/09/2011 00:00:00,1.46
11/09/2011 00:00:00,1.5
12/09/2011 00:00:00,1.46
13/09/2011 00:00:00,1.48
14/09/2011 00:00:00,1.47
15/09/2011 00:00:00,1.59
16/09/2011 00:00:00,1.66
17/09/2011 00:00:00,1.62
18/09/2011 00:00:00,1.63
19/09/2011 00:00:00,1.71
20/09/2011 00:00:00,1.69
21/09/2011 00:00:00,1.56
22/09/2011 00:00:00,1.7
23/09/2011 00:00:00,1.64
24/09/2011 00:00:00,1.56
25/09/2011 00:00:00,1.6
26/09/2011 00:00:00,1.52
27/09/2011 00:00:00,1.67
28/09/2011 00:00:00,1.54
29/09/2011 00:00:00,1.66
30/09/2011 00:00:00,1.61
01/10/2011 00:00:00,1.5
02/10/2011 00:00:00,1.52
03/10/2011 00:00:00,1.63
04/10/2011 00:00:00,1.63
05/10/2011 00:00:00,1.61
06/10/2011 00:00:00,1.62
07/10/2011 00:00:00,1.62
08/10/2011 00:00:00,1.47
09/10/2011 00:00:00,1.47
10/10/2011 00:00:00,1.47
11/10/2011 00:00:00,1.5
12/10/2011 00:00:00,1.66
13/10/2011 00:00:00,1.54
14/10/2011 00:00:00,1.66
15/10/2011 00:00:00,1.59
16/10/2011 00:00:00,1.46
17/10/2011 00:00:00,1.29
18/10/2011 00:00:00,1.35
19/10/2011 00:00:00,1.32
20/10/2011 00:00:00,1.35
21/10/2011 00:00:00,1.32
22/10/2011 00:00:00,1.26
23/10/2011 00:00:00,1.19
24/10/2011 00:00:00,1.18
25/10/2011 00:00:00,1.06
26/10/2011 00:00:00,1.18
27/10/2011 00:00:00,1.14
28/10/2011 00:00:00,1.11
29/10/2011 00:00:00,1.07
30/10/2011 00:00:00,1.14
31/10/2011 00:00:00,1.09
01/11/2011 00:00:00,1.21
02/11/2011 00:00:00,1.07
03/11/2011 00:00:00,1.13
04/11/2011 00:00:00,1.13
05/11/2011 00:00:00,1.19
06/11/2011 00:00:00,1.14
07/11/2011 00:00:00,0.96
08/11/2011 00:00:00,0.89
09/11/2011 00:00:00,0.89
10/11/2011 00:00:00,0.85
11/11/2011 00:00:00,0.92
12/11/2011 00:00:00,1
13/11/2011 00:00:00,0.95
14/11/2011 00:00:00,0.94
15/11/2011 00:00:00,0.95
16/11/2011 00:00:00,0.87
17/11/2011 00:00:00,0.82
18/11/2011 00:00:00,0.98
19/11/2011 00:00:00,0.91
20/11/2011 00:00:00,0.94
21/11/2011 00:00:00,0.88
22/11/2011 00:00:00,0.96
23/11/2011 00:00:00,0.94
24/11/2011 00:00:00,1.03
25/11/2011 00:00:00,1.06
26/11/2011 00:00:00,1.02
27/11/2011 00:00:00,1.01
28/11/2011 00:00:00,0.96
29/11/2011 00:00:00,0.87
30/11/2011 00:00:00,0.86
01/12/2011 00:00:00,0.91
02/12/2011 00:00:00,0.84
03/12/2011 00:00:00,0.8
04/12/2011 00:00:00,0.93
05/12/2011 00:00:00,0.93
06/12/2011 00:00:00,0.88
07/12/2011 00:00:00,0.83
08/12/2011 00:00:00,0.84
09/12/2011 00:00:00,0.82
10/12/2011 00:00:00,0.84
11/12/2011 00:00:00,0.89
12/12/2011 00:00:00,0.8
13/12/2011 00:00:00,0.77
14/12/2011 00:00:00,0.76
15/12/2011 00:00:00,0.65
16/12/2011 00:00:00,0.71
17/12/2011 00:00:00,0.84
18/12/2011 00:00:00,0.75
19/12/2011 00:00:00,0.78
20/12/2011 00:00:00,0.72
21/12/2011 00:00:00,0.72
22/12/2011 00:00:00,0.75
23/12/2011 00:00:00,0.71
24/12/2011 00:00:00,0.68
25/12/2011 00:00:00,0.65
26/12/2011 00:00:00,0.62
27/12/2011 00:00:00,0.81
28/12/2011 00:00:00,0.66
29/12/2011 00:00:00,0.67
30/12/2011 00:00:00,0.74
31/12/2011 00:00:00,0.74
01/01/2012 00:00:00,0.65
02/01/2012 00:00:00,0.73
03/01/2012 00:00:00,0.69
04/01/2012 00:00:00,0.79
05/01/2012 00:00:00,1.06
06/01/2012 00:00:00,0.81
07/01/2012 00:00:00,0.83
08/01/2012 00:00:00,0.79
09/01/2012 00:00:00,0.79
10/01/2012 00:00:00,0.91
11/01/2012 00:00:00,0.94
12/01/2012 00:00:00,0.83
13/01/2012 00:00:00,1.03
14/01/2012 00:00:00,1.03
15/01/2012 00:00:00,0.89
16/01/2012 00:00:00,0.84
17/01/2012 00:00:00,0.82
18/01/2012 00:00:00,0.78
19/01/2012 00:00:00,0.84
20/01/2012 00:00:00,0.84
21/01/2012 00:00:00,0.84
22/01/2012 00:00:00,0.78
23/01/2012 00:00:00,0.84
24/01/2012 00:00:00,0.77
25/01/2012 00:00:00,0.7
26/01/2012 00:00:00,0.77
27/01/2012 00:00:00,0.81
28/01/2012 00:00:00,0.78
29/01/2012 00:00:00,0.65
30/01/2012 00:00:00,0.84
31/01/2012 00:00:00,0.82
01/02/2012 00:00:00,0.82
02/02/2012 00:00:00,0.85
03/02/2012 00:00:00,0.61
04/02/2012 00:00:00,0.65
05/02/2012 00:00:00,0.75
06/02/2012 00:00:00,0.64
07/02/2012 00:00:00,0.81
08/02/2012 00:00:00,0.67
09/02/2012 00:00:00,0.5
10/02/2012 00:00:00,0.71
11/02/2012 00:00:00,0.88
12/02/2012 00:00:00,0.82
13/02/2012 00:00:00,0.92
14/02/2012 00:00:00,0.97
15/02/2012 00:00:00,0.93
16/02/2012 00:00:00,0.89
17/02/2012 00:00:00,0.94
18/02/2012 00:00:00,0.92
19/02/2012 00:00:00,0.84
20/02/2012 00:00:00,0.83
21/02/2012 00:00:00,0.9
22/02/2012 00:00:00,0.87
23/02/2012 00:00:00,0.84
24/02/2012 00:00:00,0.86
25/02/2012 00:00:00,0.89
26/02/2012 00:00:00,0.94
27/02/2012 00:00:00,0.88
28/02/2012 00:00:00,0.81
29/02/2012 00:00:00,0.75
01/03/2012 00:00:00,0.78
02/03/2012 00:00:00,0.85
03/03/2012 00:00:00,0.81
04/03/2012 00:00:00,0.88
05/03/2012 00:00:00,0.89
06/03/2012 00:00:00,0.88
07/03/2012 00:00:00,0.9
08/03/2012 00:00:00,0.82
09/03/2012 00:00:00,0.92
10/03/2012 00:00:00,0.94
11/03/2012 00:00:00,0.82
12/03/2012 00:00:00,0.85
13/03/2012 00:00:00,0.93
14/03/2012 00:00:00,1.06
15/03/2012 00:00:00,0.83
16/03/2012 00:00:00,0.78
17/03/2012 00:00:00,0.62
18/03/2012 00:00:00,0.81
19/03/2012 00:00:00,0.66
20/03/2012 00:00:00,0.6
21/03/2012 00:00:00,0.78
22/03/2012 00:00:00,0.53
23/03/2012 00:00:00,0.66
24/03/2012 00:00:00,0.67
25/03/2012 00:00:00,0.65
26/03/2012 00:00:00,0.68
27/03/2012 00:00:00,0.73
28/03/2012 00:00:00,0.82
29/03/2012 00:00:00,0.61
30/03/2012 00:00:00,0.76
31/03/2012 00:00:00,0.78
01/04/2012 00:00:00,0.8
02/04/2012 00:00:00,0.8
