ISOTime,FLOW,SAL,TEMP,TRACER_1,AGE,SS1,OXY,DIC,PH,CH4,SIL,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN,GRN_IN,GRN_IP,DIA,DIA_IN,DIA_IP,CRY,CRY_IN,CRY_IP,ZOO
01/02/2015 00:00:00,1.02,0,27.35,0,0,0,232.37,1600,7.93,0.001,0.02,0.56,0.36,0.19,0.02,135.69,33.92,16.96,4.24,0.19,0.05,5.67,0.86,0.05,2.83,0.43,0.03,7.09,1.07,0.07,0
02/02/2015 00:00:00,0.91,0,27.38,0,0,0,235.22,1600,7.96,0.001,0.02,0.52,0.36,0.18,0.02,134.5,33.62,16.81,4.2,0.2,0.05,5.49,0.83,0.05,2.74,0.41,0.03,6.86,1.04,0.06,0
03/02/2015 00:00:00,0.82,0,27.41,0,0,0,238.08,1600,7.98,0.001,0.02,0.47,0.36,0.17,0.02,133.31,33.33,16.66,4.17,0.2,0.05,5.3,0.8,0.05,2.65,0.4,0.03,6.63,1,0.06,0
04/02/2015 00:00:00,0.74,0,27.44,0,0,0,240.94,1600,8.01,0.001,0.02,0.43,0.36,0.16,0.02,132.11,33.03,16.51,4.13,0.21,0.05,5.12,0.77,0.05,2.56,0.39,0.02,6.4,0.97,0.06,0
05/02/2015 00:00:00,0.67,0,27.45,0,0,0,238.36,1600,7.98,0.001,0.02,0.47,0.36,0.16,0.02,134.92,33.73,16.87,4.22,0.21,0.05,5.24,0.79,0.05,2.62,0.4,0.02,6.54,0.99,0.06,0
06/02/2015 00:00:00,0.61,0,27.47,0,0,0,235.77,1600,7.96,0.001,0.02,0.52,0.36,0.16,0.02,137.73,34.43,17.22,4.3,0.21,0.05,5.35,0.81,0.05,2.68,0.4,0.03,6.69,1.01,0.06,0
07/02/2015 00:00:00,0.56,0,27.48,0,0,0,233.19,1600,7.93,0.001,0.02,0.57,0.36,0.16,0.02,140.54,35.13,17.57,4.39,0.21,0.05,5.47,0.83,0.05,2.73,0.41,0.03,6.83,1.03,0.06,0
08/02/2015 00:00:00,0.52,0,27.49,0,0,0,230.61,1600,7.91,0.001,0.02,0.61,0.36,0.16,0.02,143.35,35.84,17.92,4.48,0.21,0.05,5.58,0.84,0.05,2.79,0.42,0.03,6.98,1.05,0.07,0
09/02/2015 00:00:00,0.49,0,27.5,0,0,0,228.03,1600,7.88,0.001,0.02,0.66,0.36,0.16,0.02,146.16,36.54,18.27,4.57,0.21,0.05,5.7,0.86,0.05,2.85,0.43,0.03,7.12,1.08,0.07,0
10/02/2015 00:00:00,2.2,0,27.52,0,0,0,225.45,1600,7.85,0.001,0.02,0.7,0.36,0.15,0.02,148.96,37.24,18.62,4.66,0.21,0.05,5.81,0.88,0.05,2.91,0.44,0.03,7.27,1.1,0.07,0
11/02/2015 00:00:00,0.98,0,27.53,0,0,0,222.87,1600,7.83,0.001,0.02,0.75,0.36,0.15,0.02,151.77,37.94,18.97,4.74,0.21,0.05,5.93,0.9,0.06,2.96,0.45,0.03,7.41,1.12,0.07,0
12/02/2015 00:00:00,3.22,0,27.54,0,0,0,220.29,1600,7.8,0.001,0.02,0.8,0.36,0.15,0.02,154.58,38.64,19.32,4.83,0.21,0.05,6.05,0.91,0.06,3.02,0.46,0.03,7.56,1.14,0.07,0
13/02/2015 00:00:00,1.01,0,27.55,0,0,0,217.71,1600,7.77,0.001,0.02,0.84,0.36,0.15,0.02,157.39,39.35,19.67,4.92,0.21,0.05,6.16,0.93,0.06,3.08,0.47,0.03,7.7,1.16,0.07,0
14/02/2015 00:00:00,0.9,0,27.57,0,0,0,215.13,1600,7.75,0.001,0.02,0.89,0.36,0.15,0.01,160.2,40.05,20.02,5.01,0.21,0.05,6.28,0.95,0.06,3.14,0.47,0.03,7.85,1.18,0.07,0
15/02/2015 00:00:00,5.4,0,27.58,0,0,0,212.54,1600,7.72,0.001,0.02,0.93,0.36,0.15,0.01,163,40.75,20.38,5.09,0.21,0.05,6.39,0.96,0.06,3.2,0.48,0.03,7.99,1.21,0.08,0
16/02/2015 00:00:00,3.46,0,27.59,0,0,0,209.96,1600,7.7,0.001,0.02,0.98,0.36,0.15,0.01,165.81,41.45,20.73,5.18,0.21,0.05,6.51,0.98,0.06,3.25,0.49,0.03,8.14,1.23,0.08,0
17/02/2015 00:00:00,1.49,0,27.6,0,0,0,207.38,1600,7.67,0.001,0.02,1.03,0.36,0.15,0.01,168.62,42.16,21.08,5.27,0.21,0.05,6.62,1,0.06,3.31,0.5,0.03,8.28,1.25,0.08,0
18/02/2015 00:00:00,1.32,0,27.62,0,0,0,204.8,1600,7.64,0.001,0.02,1.07,0.36,0.15,0.01,171.43,42.86,21.43,5.36,0.21,0.05,6.74,1.02,0.06,3.37,0.51,0.03,8.42,1.27,0.08,0
19/02/2015 00:00:00,1.43,0,27.63,0,0,0,202.22,1600,7.62,0.001,0.02,1.12,0.36,0.14,0.01,174.24,43.56,21.78,5.44,0.21,0.05,6.86,1.03,0.06,3.43,0.52,0.03,8.57,1.29,0.08,0
20/02/2015 00:00:00,16.78,0,27.64,0,0,0,199.64,1600,7.59,0.001,0.02,1.16,0.36,0.14,0.01,177.04,44.26,22.13,5.53,0.21,0.05,6.97,1.05,0.07,3.49,0.53,0.03,8.71,1.32,0.08,0
21/02/2015 00:00:00,2.72,0,27.65,0,0,0,197.06,1600,7.56,0.001,0.02,1.21,0.36,0.14,0.01,179.85,44.96,22.48,5.62,0.21,0.05,7.09,1.07,0.07,3.54,0.53,0.03,8.86,1.34,0.08,0
22/02/2015 00:00:00,2.79,0,27.67,0,0,0,194.48,1600,7.54,0.001,0.02,1.26,0.36,0.14,0.01,182.66,45.67,22.83,5.71,0.21,0.05,7.2,1.09,0.07,3.6,0.54,0.03,9,1.36,0.08,0
23/02/2015 00:00:00,3.56,0,27.68,0,0,0,191.89,1600,7.51,0.001,0.02,1.3,0.36,0.14,0.01,185.47,46.37,23.18,5.8,0.21,0.05,7.32,1.1,0.07,3.66,0.55,0.03,9.15,1.38,0.09,0
24/02/2015 00:00:00,2.84,0,27.69,0,0,0,189.31,1600,7.49,0.001,0.02,1.35,0.36,0.14,0.01,188.28,47.07,23.53,5.88,0.21,0.05,7.43,1.12,0.07,3.72,0.56,0.04,9.29,1.4,0.09,0
25/02/2015 00:00:00,1.83,0,27.7,0,0,0,186.73,1600,7.46,0.001,0.02,1.39,0.36,0.14,0.01,191.09,47.77,23.89,5.97,0.21,0.05,7.55,1.14,0.07,3.78,0.57,0.04,9.44,1.42,0.09,0
26/02/2015 00:00:00,11.77,0,27.72,0,0,0,184.15,1600,7.43,0.001,0.02,1.44,0.36,0.14,0.01,193.89,48.47,24.24,6.06,0.21,0.05,7.67,1.16,0.07,3.83,0.58,0.04,9.58,1.45,0.09,0
27/02/2015 00:00:00,4.07,0,27.73,0,0,0,181.57,1600,7.41,0.001,0.02,1.48,0.36,0.13,0.01,196.7,49.18,24.59,6.15,0.21,0.05,7.78,1.17,0.07,3.89,0.59,0.04,9.73,1.47,0.09,0
28/02/2015 00:00:00,6,0,27.74,0,0,0,178.99,1600,7.38,0.001,0.02,1.53,0.36,0.13,0.01,199.51,49.88,24.94,6.23,0.21,0.05,7.9,1.19,0.07,3.95,0.6,0.04,9.87,1.49,0.09,0
01/03/2015 00:00:00,4.76,0,27.76,0,0,0,176.41,1600,7.36,0.001,0.02,1.58,0.36,0.13,0.01,202.32,50.58,25.29,6.32,0.21,0.05,8.01,1.21,0.08,4.01,0.6,0.04,10.02,1.51,0.09,0
02/03/2015 00:00:00,2.82,0,27.77,0,0,0,173.82,1600,7.33,0.001,0.02,1.62,0.36,0.13,0.01,205.13,51.28,25.64,6.41,0.21,0.05,8.13,1.23,0.08,4.06,0.61,0.04,10.16,1.53,0.1,0
03/03/2015 00:00:00,8.72,0,27.78,0,0,0,171.24,1600,7.3,0.001,0.02,1.67,0.36,0.13,0.01,207.93,51.98,25.99,6.5,0.21,0.05,8.24,1.24,0.08,4.12,0.62,0.04,10.31,1.56,0.1,0
04/03/2015 00:00:00,3.78,0,27.79,0,0,0,168.66,1600,7.28,0.001,0.02,1.71,0.36,0.13,0.01,210.74,52.69,26.34,6.59,0.21,0.05,8.36,1.26,0.08,4.18,0.63,0.04,10.45,1.58,0.1,0
05/03/2015 00:00:00,3.17,0,27.81,0,0,0,166.08,1600,7.25,0.001,0.02,1.87,0.36,0.13,0.01,209.33,52.33,26.17,6.54,0.21,0.05,8.6,1.3,0.08,4.3,0.65,0.04,10.76,1.62,0.1,0
06/03/2015 00:00:00,2.3,0,27.82,0,0,0,163.5,1600,7.22,0.001,0.02,2.03,0.36,0.13,0.01,207.92,51.98,25.99,6.5,0.22,0.05,8.85,1.34,0.08,4.42,0.67,0.04,11.06,1.67,0.1,0
07/03/2015 00:00:00,6.62,0,27.83,0,0,0,160.92,1600,7.2,0.001,0.02,2.18,0.36,0.13,0.01,206.5,51.63,25.81,6.45,0.22,0.06,9.09,1.37,0.09,4.55,0.69,0.04,11.37,1.72,0.11,0
08/03/2015 00:00:00,2.36,0,27.84,0,0,0,158.34,1600,7.17,0.001,0.02,2.34,0.36,0.13,0.01,205.09,51.27,25.64,6.41,0.23,0.06,9.34,1.41,0.09,4.67,0.7,0.04,11.67,1.76,0.11,0
09/03/2015 00:00:00,2.06,0,27.86,0,0,0,155.76,1600,7.15,0.001,0.02,2.49,0.36,0.13,0.01,203.68,50.92,25.46,6.36,0.24,0.06,9.58,1.45,0.09,4.79,0.72,0.05,11.98,1.81,0.11,0
10/03/2015 00:00:00,1.81,0,27.87,0,0,0,153.18,1600,7.12,0.001,0.02,2.65,0.36,0.13,0.01,202.26,50.57,25.28,6.32,0.24,0.06,9.83,1.48,0.09,4.91,0.74,0.05,12.28,1.85,0.12,0
11/03/2015 00:00:00,1.59,0,27.88,0,0,0,150.59,1600,7.09,0.001,0.02,2.81,0.36,0.13,0.01,200.85,50.21,25.11,6.28,0.25,0.06,10.07,1.52,0.09,5.03,0.76,0.05,12.59,1.9,0.12,0
12/03/2015 00:00:00,1.4,0,27.89,0,0,0,148.01,1600,7.07,0.001,0.02,2.96,0.36,0.13,0.01,199.44,49.86,24.93,6.23,0.25,0.06,10.31,1.56,0.1,5.16,0.78,0.05,12.89,1.95,0.12,0
13/03/2015 00:00:00,1.25,0,27.91,0,0,0,145.43,1600,7.04,0.001,0.02,3.12,0.36,0.13,0.01,198.03,49.51,24.75,6.19,0.26,0.06,10.56,1.59,0.1,5.28,0.8,0.05,13.2,1.99,0.12,0
14/03/2015 00:00:00,1.11,0,27.92,0,0,0,142.85,1600,7.01,0.001,0.02,3.27,0.36,0.13,0.01,196.61,49.15,24.58,6.14,0.27,0.07,10.8,1.63,0.1,5.4,0.82,0.05,13.5,2.04,0.13,0
15/03/2015 00:00:00,1.01,0,27.93,0,0,0,140.27,1600,6.99,0.001,0.02,3.43,0.36,0.13,0.01,195.2,48.8,24.4,6.1,0.27,0.07,11.05,1.67,0.1,5.52,0.83,0.05,13.81,2.08,0.13,0
16/03/2015 00:00:00,0.9,0,27.94,0,0,0,137.69,1600,6.96,0.001,0.02,3.58,0.36,0.13,0.01,193.79,48.45,24.22,6.06,0.28,0.07,11.29,1.7,0.11,5.65,0.85,0.05,14.11,2.13,0.13,0
17/03/2015 00:00:00,0.81,0,27.96,0,0,0,135.11,1600,6.94,0.001,0.02,3.74,0.36,0.13,0.01,192.37,48.09,24.05,6.01,0.28,0.07,11.54,1.74,0.11,5.77,0.87,0.05,14.42,2.18,0.14,0
18/03/2015 00:00:00,0.74,0,27.97,0,0,0,132.53,1600,6.91,0.001,0.02,3.9,0.36,0.13,0.01,190.96,47.74,23.87,5.97,0.29,0.07,11.78,1.78,0.11,5.89,0.89,0.06,14.72,2.22,0.14,0
19/03/2015 00:00:00,0.68,0,27.98,0,0,0,129.94,1600,6.88,0.001,0.02,4.05,0.36,0.13,0.01,189.55,47.39,23.69,5.92,0.29,0.07,12.02,1.81,0.11,6.01,0.91,0.06,15.03,2.27,0.14,0
20/03/2015 00:00:00,0.62,0,27.99,0,0,0,127.36,1600,6.86,0.001,0.02,4.21,0.36,0.13,0.01,188.14,47.03,23.52,5.88,0.3,0.08,12.27,1.85,0.12,6.13,0.93,0.06,15.33,2.31,0.14,0
21/03/2015 00:00:00,0.58,0,28.01,0,0,0,124.78,1600,6.83,0.001,0.02,4.36,0.36,0.13,0.01,186.72,46.68,23.34,5.84,0.31,0.08,12.51,1.89,0.12,6.26,0.94,0.06,15.64,2.36,0.15,0
22/03/2015 00:00:00,0.55,0,28.02,0,0,0,122.2,1600,6.8,0.001,0.02,4.52,0.36,0.13,0.01,185.31,46.33,23.16,5.79,0.31,0.08,12.76,1.93,0.12,6.38,0.96,0.06,15.95,2.41,0.15,0
23/03/2015 00:00:00,0.52,0,28.03,0,0,0,119.62,1600,6.78,0.001,0.02,4.68,0.36,0.13,0.01,183.9,45.97,22.99,5.75,0.32,0.08,13,1.96,0.12,6.5,0.98,0.06,16.25,2.45,0.15,0
24/03/2015 00:00:00,0.48,0,28.04,0,0,0,117.04,1600,6.75,0.001,0.02,4.83,0.36,0.13,0.01,182.48,45.62,22.81,5.7,0.32,0.08,13.24,2,0.12,6.62,1,0.06,16.56,2.5,0.16,0
25/03/2015 00:00:00,0.46,0,28.06,0,0,0,114.46,1600,6.73,0.001,0.02,4.99,0.36,0.13,0.01,181.07,45.27,22.63,5.66,0.33,0.08,13.49,2.04,0.13,6.74,1.02,0.06,16.86,2.55,0.16,0
26/03/2015 00:00:00,0.44,0,28.07,0,0,0,111.88,1600,6.7,0.001,0.02,5.14,0.36,0.13,0.01,179.66,44.91,22.46,5.61,0.34,0.08,13.73,2.07,0.13,6.87,1.04,0.06,17.17,2.59,0.16,0
27/03/2015 00:00:00,1.06,0,28.06,0,0,0,109.87,1600,6.71,0.001,0.02,5.1,0.36,0.13,0.01,179.82,44.95,22.48,5.62,0.33,0.08,13.66,2.06,0.13,6.83,1.03,0.06,17.07,2.58,0.16,0
28/03/2015 00:00:00,4.09,0,28.06,0,0,0,107.87,1600,6.71,0.001,0.02,5.05,0.36,0.13,0.01,179.98,44.99,22.5,5.62,0.32,0.08,13.58,2.05,0.13,6.79,1.02,0.06,16.97,2.56,0.16,0
29/03/2015 00:00:00,0.9,0,28.05,0,0,0,105.86,1600,6.72,0.001,0.02,5,0.36,0.13,0.01,180.14,45.04,22.52,5.63,0.31,0.08,13.5,2.04,0.13,6.75,1.02,0.06,16.87,2.55,0.16,0
30/03/2015 00:00:00,0.81,0,28.05,0,0,0,103.86,1600,6.72,0.001,0.02,4.96,0.36,0.13,0.01,180.3,45.08,22.54,5.63,0.31,0.08,13.42,2.03,0.13,6.71,1.01,0.06,16.78,2.53,0.16,0
31/03/2015 00:00:00,0.73,0,28.04,0,0,0,101.86,1600,6.73,0.001,0.02,4.91,0.36,0.13,0.01,180.46,45.12,22.56,5.64,0.3,0.07,13.34,2.01,0.13,6.67,1.01,0.06,16.68,2.52,0.16,0
01/04/2015 00:00:00,0.67,0,28.04,0,0,0,99.85,1600,6.73,0.001,0.02,4.87,0.36,0.13,0.01,180.63,45.16,22.58,5.64,0.29,0.07,13.27,2,0.13,6.63,1,0.06,16.58,2.5,0.16,0
02/04/2015 00:00:00,0.62,0,28.03,0,0,0,97.85,1600,6.74,0.001,0.02,4.82,0.36,0.14,0.01,180.79,45.2,22.6,5.65,0.28,0.07,13.19,1.99,0.12,6.59,1,0.06,16.48,2.49,0.16,0
03/04/2015 00:00:00,0.57,0,28.03,0,0,0,95.85,1600,6.74,0.001,0.02,4.77,0.36,0.14,0.01,180.95,45.24,22.62,5.65,0.27,0.07,13.11,1.98,0.12,6.55,0.99,0.06,16.39,2.47,0.15,0
04/04/2015 00:00:00,0.53,0,28.02,0,0,0,93.84,1600,6.75,0.001,0.02,4.73,0.36,0.14,0.01,181.11,45.28,22.64,5.66,0.27,0.07,13.03,1.97,0.12,6.52,0.98,0.06,16.29,2.46,0.15,0
05/04/2015 00:00:00,0.49,0,28.01,0,0,0,91.84,1600,6.76,0.001,0.02,4.68,0.36,0.14,0.01,181.27,45.32,22.66,5.66,0.26,0.06,12.95,1.96,0.12,6.48,0.98,0.06,16.19,2.44,0.15,0
06/04/2015 00:00:00,0.46,0,28.01,0,0,0,89.83,1600,6.76,0.001,0.02,4.63,0.36,0.14,0.01,181.43,45.36,22.68,5.67,0.25,0.06,12.87,1.94,0.12,6.44,0.97,0.06,16.09,2.43,0.15,0
07/04/2015 00:00:00,0.54,0,28,0,0,0,87.83,1600,6.77,0.001,0.02,4.59,0.36,0.14,0.01,181.59,45.4,22.7,5.67,0.24,0.06,12.8,1.93,0.12,6.4,0.97,0.06,16,2.41,0.15,0
08/04/2015 00:00:00,3.23,0,28,0,0,0,85.83,1600,6.77,0.001,0.02,4.54,0.36,0.14,0.01,181.75,45.44,22.72,5.68,0.24,0.06,12.72,1.92,0.12,6.36,0.96,0.06,15.9,2.4,0.15,0
09/04/2015 00:00:00,0.74,0,27.99,0,0,0,83.82,1600,6.78,0.001,0.02,4.5,0.36,0.14,0.01,181.92,45.48,22.74,5.68,0.23,0.06,12.64,1.91,0.12,6.32,0.95,0.06,15.8,2.39,0.15,0
10/04/2015 00:00:00,0.67,0,27.99,0,0,0,81.82,1600,6.78,0.001,0.02,4.45,0.36,0.14,0.01,182.08,45.52,22.76,5.69,0.22,0.06,12.56,1.9,0.12,6.28,0.95,0.06,15.7,2.37,0.15,0
11/04/2015 00:00:00,0.62,0,27.98,0,0,0,79.82,1600,6.79,0.001,0.02,4.4,0.36,0.14,0.01,182.24,45.56,22.78,5.69,0.21,0.05,12.48,1.88,0.12,6.24,0.94,0.06,15.61,2.36,0.15,0
12/04/2015 00:00:00,0.57,0,27.98,0,0,0,77.81,1600,6.79,0.001,0.02,4.36,0.36,0.15,0.01,182.4,45.6,22.8,5.7,0.21,0.05,12.41,1.87,0.12,6.2,0.94,0.06,15.51,2.34,0.15,0
13/04/2015 00:00:00,0.54,0,27.97,0,0,0,75.81,1600,6.8,0.001,0.02,4.31,0.36,0.15,0.01,182.56,45.64,22.82,5.71,0.2,0.05,12.33,1.86,0.12,6.16,0.93,0.06,15.41,2.33,0.15,0
14/04/2015 00:00:00,0.5,0,27.96,0,0,0,73.81,1600,6.81,0.001,0.02,4.26,0.36,0.15,0.01,182.72,45.68,22.84,5.71,0.19,0.05,12.25,1.85,0.12,6.13,0.92,0.06,15.31,2.31,0.14,0
15/04/2015 00:00:00,0.46,0,27.96,0,0,0,71.8,1600,6.81,0.001,0.02,4.22,0.36,0.15,0.01,182.88,45.72,22.86,5.72,0.18,0.05,12.17,1.84,0.11,6.09,0.92,0.06,15.22,2.3,0.14,0
16/04/2015 00:00:00,0.43,0,27.95,0,0,0,69.8,1600,6.82,0.001,0.02,4.17,0.36,0.15,0.01,183.05,45.76,22.88,5.72,0.18,0.04,12.09,1.83,0.11,6.05,0.91,0.06,15.12,2.28,0.14,0
17/04/2015 00:00:00,0.4,0,27.95,0,0,0,67.79,1600,6.82,0.001,0.02,4.13,0.36,0.15,0.01,183.21,45.8,22.9,5.73,0.17,0.04,12.02,1.81,0.11,6.01,0.91,0.06,15.02,2.27,0.14,0
18/04/2015 00:00:00,0.39,0,27.94,0,0,0,65.79,1600,6.83,0.001,0.02,4.08,0.36,0.15,0.02,183.37,45.84,22.92,5.73,0.16,0.04,11.94,1.8,0.11,5.97,0.9,0.06,14.92,2.25,0.14,0
19/04/2015 00:00:00,0.37,0,27.94,0,0,0,63.79,1600,6.83,0.001,0.02,4.03,0.36,0.15,0.02,183.53,45.88,22.94,5.74,0.15,0.04,11.86,1.79,0.11,5.93,0.9,0.06,14.83,2.24,0.14,0
20/04/2015 00:00:00,0.35,0,27.93,0,0,0,61.78,1600,6.84,0.001,0.02,3.99,0.36,0.15,0.02,183.69,45.92,22.96,5.74,0.15,0.04,11.78,1.78,0.11,5.89,0.89,0.06,14.73,2.22,0.14,0
21/04/2015 00:00:00,0.33,0,27.92,0,0,0,59.78,1600,6.85,0.001,0.02,3.94,0.36,0.15,0.02,183.85,45.96,22.98,5.75,0.14,0.03,11.7,1.77,0.11,5.85,0.88,0.06,14.63,2.21,0.14,0
22/04/2015 00:00:00,0.32,0,27.92,0,0,0,57.78,1600,6.85,0.001,0.02,3.89,0.36,0.15,0.02,184.01,46,23,5.75,0.13,0.03,11.63,1.75,0.11,5.81,0.88,0.05,14.53,2.19,0.14,0
23/04/2015 00:00:00,0.31,0,27.91,0,0,0,55.77,1600,6.86,0.001,0.02,3.85,0.36,0.16,0.02,184.17,46.04,23.02,5.76,0.12,0.03,11.55,1.74,0.11,5.77,0.87,0.05,14.44,2.18,0.14,0
24/04/2015 00:00:00,0.3,0,27.91,0,0,0,53.77,1600,6.86,0.001,0.02,3.8,0.36,0.16,0.02,184.34,46.08,23.04,5.76,0.12,0.03,11.47,1.73,0.11,5.74,0.87,0.05,14.34,2.16,0.14,0
25/04/2015 00:00:00,0.29,0,27.9,0,0,0,51.76,1600,6.87,0.001,0.02,3.76,0.36,0.16,0.02,184.5,46.12,23.06,5.77,0.11,0.03,11.39,1.72,0.11,5.7,0.86,0.05,14.24,2.15,0.13,0
26/04/2015 00:00:00,0.28,0,27.9,0,0,0,49.76,1600,6.87,0.001,0.02,3.71,0.36,0.16,0.02,184.66,46.16,23.08,5.77,0.1,0.03,11.31,1.71,0.11,5.66,0.85,0.05,14.14,2.13,0.13,0
27/04/2015 00:00:00,0.27,0,27.89,0,0,0,47.76,1600,6.88,0.001,0.02,3.66,0.36,0.16,0.02,184.82,46.21,23.1,5.78,0.09,0.02,11.24,1.7,0.11,5.62,0.85,0.05,14.05,2.12,0.13,0
28/04/2015 00:00:00,0.27,0,27.89,0,0,0,45.75,1600,6.88,0.001,0.02,3.62,0.36,0.16,0.02,184.98,46.25,23.12,5.78,0.09,0.02,11.16,1.68,0.11,5.58,0.84,0.05,13.95,2.11,0.13,0
29/04/2015 00:00:00,0.26,0,27.88,0,0,0,43.75,1600,6.89,0.001,0.02,3.57,0.36,0.16,0.02,185.14,46.29,23.14,5.79,0.08,0.02,11.08,1.67,0.1,5.54,0.84,0.05,13.85,2.09,0.13,0
30/04/2015 00:00:00,0.25,0,27.77,0,0,0,52.93,1600,6.91,0.001,0.02,3.48,0.36,0.16,0.02,185.95,46.49,23.24,5.81,0.08,0.02,11.14,1.68,0.11,5.57,0.84,0.05,13.93,2.1,0.13,0
01/05/2015 00:00:00,0.25,0,27.65,0,0,0,62.1,1600,6.93,0.001,0.02,3.38,0.36,0.17,0.02,186.76,46.69,23.35,5.84,0.09,0.02,11.21,1.69,0.11,5.6,0.85,0.05,14.01,2.11,0.13,0
02/05/2015 00:00:00,0.25,0,27.54,0,0,0,71.28,1600,6.95,0.001,0.02,3.29,0.36,0.17,0.02,187.57,46.89,23.45,5.86,0.09,0.02,11.27,1.7,0.11,5.64,0.85,0.05,14.09,2.13,0.13,0
03/05/2015 00:00:00,0.26,0,27.43,0,0,0,80.45,1600,6.96,0.001,0.02,3.19,0.36,0.17,0.02,188.38,47.1,23.55,5.89,0.1,0.02,11.34,1.71,0.11,5.67,0.86,0.05,14.17,2.14,0.13,0
04/05/2015 00:00:00,0.25,0,27.31,0,0,0,89.63,1600,6.98,0.001,0.02,3.1,0.36,0.18,0.02,189.19,47.3,23.65,5.91,0.1,0.03,11.4,1.72,0.11,5.7,0.86,0.05,14.25,2.15,0.13,0
05/05/2015 00:00:00,0.25,0,27.2,0,0,0,98.81,1600,7,0.001,0.02,3.01,0.36,0.18,0.02,190.01,47.5,23.75,5.94,0.11,0.03,11.47,1.73,0.11,5.73,0.87,0.05,14.33,2.16,0.14,0
06/05/2015 00:00:00,0.25,0,27.09,0,0,0,107.98,1600,7.02,0.001,0.02,2.91,0.36,0.18,0.02,190.82,47.7,23.85,5.96,0.11,0.03,11.53,1.74,0.11,5.76,0.87,0.05,14.41,2.18,0.14,0
07/05/2015 00:00:00,0.24,0,26.97,0,0,0,117.16,1600,7.04,0.001,0.02,2.82,0.36,0.18,0.02,191.63,47.91,23.95,5.99,0.12,0.03,11.59,1.75,0.11,5.8,0.88,0.05,14.49,2.19,0.14,0
08/05/2015 00:00:00,0.23,0,26.86,0,0,0,126.34,1600,7.06,0.001,0.02,2.72,0.36,0.19,0.02,192.44,48.11,24.05,6.01,0.12,0.03,11.66,1.76,0.11,5.83,0.88,0.05,14.57,2.2,0.14,0
09/05/2015 00:00:00,0.23,0,26.75,0,0,0,135.51,1600,7.08,0.001,0.02,2.63,0.36,0.19,0.02,193.25,48.31,24.16,6.04,0.12,0.03,11.72,1.77,0.11,5.86,0.88,0.06,14.65,2.21,0.14,0
10/05/2015 00:00:00,0.23,0,26.63,0,0,0,144.69,1600,7.09,0.001,0.02,2.54,0.36,0.19,0.02,194.06,48.51,24.26,6.06,0.13,0.03,11.79,1.78,0.11,5.89,0.89,0.06,14.73,2.22,0.14,0
11/05/2015 00:00:00,0.23,0,26.52,0,0,0,153.86,1600,7.11,0.001,0.02,2.44,0.36,0.2,0.02,194.87,48.72,24.36,6.09,0.13,0.03,11.85,1.79,0.11,5.93,0.89,0.06,14.81,2.24,0.14,0
12/05/2015 00:00:00,0.22,0,26.41,0,0,0,163.04,1600,7.13,0.001,0.02,2.35,0.36,0.2,0.02,195.68,48.92,24.46,6.11,0.14,0.03,11.92,1.8,0.11,5.96,0.9,0.06,14.89,2.25,0.14,0
13/05/2015 00:00:00,0.22,0,26.3,0,0,0,172.22,1600,7.15,0.001,0.02,2.25,0.36,0.2,0.02,196.49,49.12,24.56,6.14,0.14,0.04,11.98,1.81,0.11,5.99,0.9,0.06,14.97,2.26,0.14,0
14/05/2015 00:00:00,0.22,0,26.18,0,0,0,181.39,1600,7.17,0.001,0.02,2.16,0.36,0.2,0.02,197.3,49.32,24.66,6.17,0.15,0.04,12.04,1.82,0.11,6.02,0.91,0.06,15.05,2.27,0.14,0
15/05/2015 00:00:00,0.21,0,26.07,0,0,0,190.57,1600,7.19,0.001,0.02,2.06,0.36,0.21,0.02,198.11,49.53,24.76,6.19,0.15,0.04,12.11,1.83,0.11,6.05,0.91,0.06,15.13,2.28,0.14,0
16/05/2015 00:00:00,0.21,0,25.96,0,0,0,199.74,1600,7.21,0.001,0.02,1.97,0.36,0.21,0.02,198.92,49.73,24.86,6.22,0.16,0.04,12.17,1.84,0.11,6.09,0.92,0.06,15.22,2.3,0.14,0
17/05/2015 00:00:00,0.21,0,25.84,0,0,0,208.92,1600,7.23,0.001,0.02,1.88,0.36,0.21,0.02,199.73,49.93,24.97,6.24,0.16,0.04,12.24,1.85,0.12,6.12,0.92,0.06,15.3,2.31,0.14,0
18/05/2015 00:00:00,0.21,0,25.73,0,0,0,218.1,1600,7.24,0.001,0.02,1.78,0.36,0.22,0.02,200.54,50.14,25.07,6.27,0.17,0.04,12.3,1.86,0.12,6.15,0.93,0.06,15.38,2.32,0.15,0
19/05/2015 00:00:00,0.22,0,25.62,0,0,0,227.27,1600,7.26,0.001,0.02,1.69,0.36,0.22,0.02,201.35,50.34,25.17,6.29,0.17,0.04,12.36,1.87,0.12,6.18,0.93,0.06,15.46,2.33,0.15,0
20/05/2015 00:00:00,0.22,0,25.5,0,0,0,236.45,1600,7.28,0.001,0.02,1.59,0.36,0.22,0.02,202.16,50.54,25.27,6.32,0.18,0.04,12.43,1.88,0.12,6.21,0.94,0.06,15.54,2.35,0.15,0
21/05/2015 00:00:00,0.22,0,25.39,0,0,0,245.63,1600,7.3,0.001,0.02,1.5,0.36,0.22,0.02,202.97,50.74,25.37,6.34,0.18,0.05,12.49,1.89,0.12,6.25,0.94,0.06,15.62,2.36,0.15,0
