time,ShortWave,Clouds,AirTemp,RelHum,WindSpeed,Rain,LongWave
2013-06-21 09:40:00,311.28,0.9,22.85,53.28,0.83,0,442.87
2013-06-21 10:40:00,521.38,0.9,22.57,52.94,0.85,0,440.93
2013-06-21 11:40:00,689.47,0.9,21.68,58.81,0.72,0,440.46
2013-06-21 12:40:00,800.11,0.9,23.21,51.74,0.73,0,438.62
2013-06-21 13:40:00,844.14,0.6,24.03,50.01,0.95,0,414.55
2013-06-21 14:40:00,818.03,0.44,25.34,46.94,1.22,0,406.07
2013-06-21 15:40:00,723.86,0.24,26.16,44.48,1.44,0,391.34
2013-06-21 16:40:00,569.32,0.35,27.48,41.33,1.59,0,409.66
2013-06-21 17:40:00,367.89,0.37,27.69,41.53,1.64,0,413.39
2013-06-21 18:40:00,143.35,0.46,27.61,42.56,1.58,0,424.41
2013-06-21 19:40:00,22.32,0.73,27.45,44.46,1.34,0,453.22
2013-06-21 20:40:00,0,0.9,27.04,50.78,1.1,0,471.71
2013-06-21 21:40:00,0,0.9,26.87,59.04,0.8,0,471.03
2013-06-21 22:40:00,0,0.9,25.46,64.48,0.56,0,467.82
2013-06-21 23:40:00,0,0.9,24.61,67.79,0.38,0,459.26
2013-06-22 00:40:00,0,0.9,24.42,60.66,0.26,0,461.94
2013-06-22 01:40:00,0,0.9,24.4,68.51,0.23,0,458.11
2013-06-22 02:40:00,0,0.9,24.19,71.99,0.22,0,458.49
2013-06-22 03:40:00,0,0.9,23.9,71.76,0.24,0,456.21
2013-06-22 04:40:00,0,0.9,23.68,74.11,0.3,0,456.49
2013-06-22 05:40:00,0,0.9,23.68,72.08,0.31,0,456.59
2013-06-22 06:40:00,0,0.9,22.75,70.99,0.25,0,453.55
2013-06-22 07:40:00,0,0.9,22.51,67.59,0.21,0,449.97
2013-06-22 08:40:00,105.15,0.9,23.37,56.36,0.4,0,447.53
2013-06-22 09:40:00,310.4,0.9,22.26,58.39,0.43,0,444.91
2013-06-22 10:40:00,520.58,0.9,21.49,62.89,0.47,0,440.37
2013-06-22 11:40:00,688.83,0.9,21.96,56.21,0.52,0,440.19
2013-06-22 12:40:00,799.68,0.9,22.52,55.43,0.63,0,439.54
2013-06-22 13:40:00,843.96,0.7,23.43,51.51,0.77,0,422.83
2013-06-22 14:40:00,818.11,0.38,25.43,47.31,0.9,0,392.63
2013-06-22 15:40:00,724.19,0.38,27.38,39.33,1.08,0,404.77
2013-06-22 16:40:00,569.87,0.26,28.9,36.4,1.31,0,399.64
2013-06-22 17:40:00,368.62,0.09,29.87,35.26,1.53,0,392.06
2013-06-22 18:40:00,144.11,0.27,30.65,35.18,1.51,0,416.73
2013-06-22 19:40:00,22.57,0.73,30.85,35.86,1.49,0,470.47
2013-06-22 20:40:00,0,0.9,31.1,36.18,1.47,0,488.37
2013-06-22 21:40:00,0,0.9,30.47,38.83,1.24,0,493.67
2013-06-22 22:40:00,0,0.9,26.16,60.71,0.92,0,480.33
2013-06-22 23:40:00,0,0.9,24.81,60.69,0.69,0,474.93
2013-06-23 00:40:00,0,0.9,23.21,69.16,0.52,0,476.79
2013-06-23 01:40:00,0,0.9,22.67,71.94,0.36,0,463.28
2013-06-23 02:40:00,0,0.9,22.89,75.96,0.45,0,444.91
2013-06-23 03:40:00,0,0.9,22.07,74.78,0.45,0,443.43
2013-06-23 04:40:00,0,0.9,20.47,81.06,0.37,0,442.22
2013-06-23 05:40:00,0,0.9,20.47,77.29,0.28,0,447.25
2013-06-23 06:40:00,0,0.9,20.83,67.86,0.24,0,444.91
2013-06-23 07:40:00,0,0.9,19.65,71.91,0.2,0,439.36
2013-06-23 08:40:00,104.59,0.9,20.6,63.44,0.19,0,440.65
2013-06-23 09:40:00,309.58,0.9,20.18,62.43,0.18,0,434.22
2013-06-23 10:40:00,519.85,0.9,19.91,64.21,0.15,0,428.16
2013-06-23 11:40:00,688.27,0.9,19.01,69.51,0.14,0,427.8
2013-06-23 12:40:00,799.34,0.81,20.93,65.41,0.15,0,417.5
2013-06-23 13:40:00,843.87,0.43,23.05,60.33,0.35,0,391.19
2013-06-23 14:40:00,818.28,0.21,25.08,55.99,0.55,0,380.68
2013-06-23 15:40:00,724.6,0.06,27.33,43.66,0.79,0,376.01
2013-06-23 16:40:00,570.5,0.04,28.76,39.96,1.05,0,381.71
2013-06-23 17:40:00,369.4,0.04,29.72,37.2,1.37,0,391.65
2013-06-23 18:40:00,144.9,0.26,30.47,35.98,1.51,0,420.19
2013-06-23 19:40:00,22.83,0.73,31.01,35.08,1.54,0,472.85
2013-06-23 20:40:00,0,0.9,31.65,33.86,1.39,0,493.67
2013-06-23 21:40:00,0,0.9,30.89,36.83,1.12,0,492.16
2013-06-23 22:40:00,0,0.9,26.17,59.96,0.81,0,489.47
2013-06-23 23:40:00,0,0.9,24.33,66.13,0.56,0,464.73
2013-06-24 00:40:00,0,0.9,24.11,60.96,0.4,0,470.54
2013-06-24 01:40:00,0,0.9,23.34,69.58,0.35,0,455.64
2013-06-24 02:40:00,0,0.9,22.79,69.86,0.38,0,449.4
2013-06-24 03:40:00,0,0.9,22.3,81.71,0.49,0,458.02
2013-06-24 04:40:00,0,0.9,22.6,67.76,0.48,0,452.32
2013-06-24 05:40:00,0,0.9,22.03,72.56,0.5,0,447.44
2013-06-24 06:40:00,0,0.9,21.44,66.53,0.47,0,445.75
2013-06-24 07:40:00,0,0.9,21.19,68.73,0.38,0,445.94
2013-06-24 08:40:00,104.06,0.9,19.98,75.46,0.29,0,440.19
2013-06-24 09:40:00,308.81,0.9,19.15,75.49,0.24,0,438.44
2013-06-24 10:40:00,519.18,0.9,19.51,72.26,0.19,0,436.88
2013-06-24 11:40:00,687.79,0.9,19.1,73.81,0.17,0,432.4
2013-06-24 12:40:00,799.09,0.82,21.35,65.96,0.23,0,422.86
2013-06-24 13:40:00,843.87,0.44,23.94,52.48,0.44,0,393.24
2013-06-24 14:40:00,818.53,0.21,25.59,45.91,0.74,0,384.97
2013-06-24 15:40:00,725.1,0.06,28.1,36.11,1.07,0,380.51
2013-06-24 16:40:00,571.19,0.04,29.53,33.51,1.28,0,388.45
2013-06-24 17:40:00,370.23,0.04,30.61,29.71,1.39,0,394.95
2013-06-24 18:40:00,145.73,0.26,31.7,29.46,1.34,0,426.07
2013-06-24 19:40:00,23.1,0.73,31.48,31.01,1.24,0,480.96
2013-06-24 20:40:00,0,0.9,31.77,30.36,1.06,0,499.51
2013-06-24 21:40:00,0,0.9,30.64,41.86,0.83,0,506.1
2013-06-24 22:40:00,0,0.9,26.4,53.79,0.63,0,497.59
2013-06-24 23:40:00,0,0.9,24.79,59.13,0.53,0,478.17
2013-06-25 00:40:00,0,0.9,22.63,70.36,0.48,0,461.17
2013-06-25 01:40:00,0,0.9,21.61,75.69,0.46,0,448.37
2013-06-25 02:40:00,0,0.9,22.69,73.46,0.43,0,434.86
2013-06-25 03:40:00,0,0.9,22.39,77.43,0.56,0,442.22
2013-06-25 04:40:00,0,0.9,21.86,74.24,0.59,0,441.57
2013-06-25 05:40:00,0,0.9,21.42,78.81,0.49,0,443.43
2013-06-25 06:40:00,0,0.9,21.34,80.31,0.53,0,442.59
2013-06-25 07:40:00,0,0.9,20.98,85.91,0.59,0,439.36
2013-06-25 08:40:00,103.55,0.9,20.81,86.66,0.64,0,434.22
2013-06-25 09:40:00,308.09,0.9,20.55,87.31,0.67,0,435.41
2013-06-25 10:40:00,518.59,0.9,20.5,82.41,0.57,0,432.4
2013-06-25 11:40:00,687.39,0.9,19.29,88.43,0.44,0,436.14
2013-06-25 12:40:00,798.92,0.88,20.38,87.96,0.43,0,438.62
2013-06-25 13:40:00,843.95,0.49,23.52,75.93,0.49,0,405.43
2013-06-25 14:40:00,818.87,0.24,26.19,75.03,0.69,0,395.48
2013-06-25 15:40:00,725.67,0.08,27.75,66.43,0.95,0,386.85
2013-06-25 16:40:00,571.95,0.04,30.1,51.34,0.99,0,386.7
2013-06-25 17:40:00,371.12,0.04,30.77,44.36,1.12,0,395.44
2013-06-25 18:40:00,146.6,0.26,31.73,40.88,1.19,0,427.57
2013-06-25 19:40:00,23.38,0.72,32.49,39.48,1.08,0,484.34
2013-06-25 20:40:00,0,0.9,32.21,44.48,0.9,0,510.89
2013-06-25 21:40:00,0,0.9,32.22,48.38,0.66,0,505.9
2013-06-25 22:40:00,0,0.9,27.05,64.13,0.48,0,497.49
2013-06-25 23:40:00,0,0.9,26.95,70.04,0.37,0,476.79
2013-06-26 00:40:00,0,0.9,26.39,75.01,0.43,0,462.03
2013-06-26 01:40:00,0,0.9,24.6,81.73,0.52,0,453.08
2013-06-26 02:40:00,0,0.9,24.82,81.88,0.7,0,443.33
2013-06-26 03:40:00,0,0.9,23.87,86.99,0.82,0,442.13
2013-06-26 04:40:00,0,0.9,23.4,89.01,0.73,0,449.22
2013-06-26 05:40:00,0,0.9,22.94,91.31,0.64,0,446.22
2013-06-26 06:40:00,0,0.9,22.76,92.06,0.6,0,441.11
2013-06-26 07:40:00,0,0.9,22.06,92.68,0.48,0,445.47
2013-06-26 08:40:00,103.08,0.9,21.47,92.98,0.35,0,441.94
2013-06-26 09:40:00,307.43,0.9,20.71,93.18,0.28,0,439.63
2013-06-26 10:40:00,518.07,0.9,20.27,93.73,0.24,0,430.14
2013-06-26 11:40:00,687.07,0.9,19.65,93.93,0.26,0,422.26
2013-06-26 12:40:00,798.84,0.85,21.54,94.91,0.28,0,431.54
2013-06-26 13:40:00,844.13,0.47,24.46,89.34,0.48,0,409.72
2013-06-26 14:40:00,819.29,0.64,26.7,74.68,0.79,0,434.58
2013-06-26 15:40:00,726.31,0.51,27.94,65.74,1.02,0,427.81
2013-06-26 16:40:00,572.78,0.04,28.98,60.48,1.13,0,391.73
2013-06-26 17:40:00,372.06,0.04,30.25,53.91,1.1,0,391.25
2013-06-26 18:40:00,147.5,0.26,30.88,49.78,1.16,0,424.14
2013-06-26 19:40:00,23.67,0.72,31.58,49.09,1.05,0,482.84
2013-06-26 20:40:00,0,0.9,32.3,47.28,0.96,0,509.77
2013-06-26 21:40:00,0,0.9,29.6,61.66,0.74,0,511.82
2013-06-26 22:40:00,0,0.9,27.31,68.51,0.58,0,494.27
2013-06-26 23:40:00,0,0.9,27.17,73.44,0.5,0,473.17
2013-06-27 00:40:00,0,0.9,26.61,76.69,0.67,0,460.02
2013-06-27 01:40:00,0,0.9,24.99,82.33,0.75,0,448.18
2013-06-27 02:40:00,0,0.9,25.05,83.51,0.87,0,445.01
2013-06-27 03:40:00,0,0.9,24.08,86.74,0.83,0,445.94
2013-06-27 04:40:00,0,0.9,23.95,89.51,0.95,0,439.73
2013-06-27 05:40:00,0,0.9,23.6,89.93,1.15,0,432.95
2013-06-27 06:40:00,0,0.9,23.32,88.14,1.13,0,440.37
2013-06-27 07:40:00,0,0.9,22.23,89.39,0.98,0,442.96
2013-06-27 08:40:00,102.64,0.9,21.42,91.89,0.79,0,443.15
2013-06-27 09:40:00,306.83,0.9,21.06,92.84,0.64,0,441.2
2013-06-27 10:40:00,517.62,0.9,20.93,93.51,0.52,0,441.94
2013-06-27 11:40:00,686.83,0.9,21.08,93.88,0.39,0,445.29
2013-06-27 12:40:00,798.85,0.86,22.25,94.31,0.35,0,437.23
2013-06-27 13:40:00,844.39,0.47,25.17,87.04,0.48,0,407.43
2013-06-27 14:40:00,819.8,0.23,26.85,75.91,0.67,0,399.15
2013-06-27 15:40:00,727.04,0.12,28.3,66.24,0.83,0,388.88
2013-06-27 16:40:00,573.67,0.04,30.04,49.04,1.08,0,387.58
2013-06-27 17:40:00,373.05,0.04,31.01,42.31,1.27,0,396.57
2013-06-27 18:40:00,148.44,0.26,31.72,36.16,1.37,0,428.05
2013-06-27 19:40:00,23.97,0.72,32.46,31.93,1.24,0,489.55
2013-06-27 20:40:00,0,0.9,32.9,29.73,1.09,0,511.71
2013-06-27 21:40:00,0,0.9,32.52,30.11,0.87,0,510.28
2013-06-27 22:40:00,0,0.9,27.51,51.41,0.63,0,496.28
2013-06-27 23:40:00,0,0.9,25.11,58.24,0.5,0,470.05
2013-06-28 00:40:00,0,0.9,24.01,72.14,0.4,0,456.02
2013-06-28 01:40:00,0,0.9,24.02,79.83,0.37,0,444.17
2013-06-28 02:40:00,0,0.9,23.21,83.94,0.39,0,443.06
2013-06-28 03:40:00,0,0.9,22.07,86.64,0.34,0,446.31
2013-06-28 04:40:00,0,0.9,21.99,89.88,0.41,0,445.29
2013-06-28 05:40:00,0,0.9,22.2,91.31,0.5,0,441.66
2013-06-28 06:40:00,0,0.9,21.96,92.33,0.52,0,440.74
2013-06-28 07:40:00,0,0.9,20.65,91.79,0.47,0,440.83
2013-06-28 08:40:00,102.23,0.9,20.89,92.71,0.38,0,440
2013-06-28 09:40:00,306.29,0.9,19.75,92.69,0.33,0,437.88
2013-06-28 10:40:00,517.25,0.9,19.74,93.43,0.29,0,436.88
2013-06-28 11:40:00,686.68,0.9,19.6,93.99,0.24,0,431.41
2013-06-28 12:40:00,798.94,0.9,20.1,92.84,0.21,0,425.02
2013-06-28 13:40:00,844.74,0.43,22.87,72.81,0.35,0,384.34
2013-06-28 14:40:00,820.39,0.44,24.6,62.56,0.66,0,405.06
2013-06-28 15:40:00,727.84,0.61,25.57,61.33,0.84,0,429.46
2013-06-28 16:40:00,574.63,0.5,26.08,54.19,1.01,0,424.19
2013-06-28 17:40:00,374.09,0.42,26.98,51.34,1.11,0,420.75
2013-06-28 18:40:00,149.41,0.4,27.98,48.01,1.04,0,418.61
2013-06-28 19:40:00,24.28,0.72,27.86,48.94,1.16,0,458.22
2013-06-28 20:40:00,0,0.9,28.56,44.49,1.26,0,483.8
2013-06-28 21:40:00,0,0.9,27.96,48.94,1.15,0,486.38
2013-06-28 22:40:00,0,0.9,26.17,49.63,0.91,0,479.25
2013-06-28 23:40:00,0,0.9,25.69,46.79,0.71,0,473.95
2013-06-29 00:40:00,0,0.9,24.85,49.08,0.57,0,464.15
2013-06-29 01:40:00,0,0.9,23.94,50.48,0.44,0,458.21
2013-06-29 02:40:00,0,0.9,24,49.04,0.42,0,454.97
2013-06-29 03:40:00,0,0.9,22.1,58.39,0.36,0,457.73
2013-06-29 04:40:00,0,0.9,22.85,52.06,0.41,0,456.02
2013-06-29 05:40:00,0,0.9,22.32,52.03,0.43,0,455.35
2013-06-29 06:40:00,0,0.9,20,60.94,0.37,0,449.97
2013-06-29 07:40:00,0,0.9,19.59,61.91,0.31,0,443.8
2013-06-29 08:40:00,101.85,0.9,22.19,49.34,0.34,0,436.78
2013-06-29 09:40:00,305.81,0.9,22.23,45.93,0.39,0,437.43
2013-06-29 10:40:00,516.95,0.9,22.43,45.21,0.63,0,436.23
2013-06-29 11:40:00,686.6,0.9,21.45,48.19,0.73,0,431.77
2013-06-29 12:40:00,799.12,0.81,21.95,46.86,0.96,0,418.42
2013-06-29 13:40:00,845.18,0.44,22.75,43.58,1.23,0,387.78
2013-06-29 14:40:00,821.06,0.2,24.33,38.4,1.48,0,374.98
2013-06-29 15:40:00,728.71,0.05,26.05,33.68,1.73,0,366.37
2013-06-29 16:40:00,575.64,0.04,27.01,32.5,1.98,0,369.93
2013-06-29 17:40:00,375.18,0.04,28.22,31.1,1.99,0,377.31
2013-06-29 18:40:00,150.41,0.26,28.68,30.18,1.97,0,406.77
2013-06-29 19:40:00,24.59,0.72,29.09,29.2,2.04,0,460.17
2013-06-29 20:40:00,0,0.9,29.38,29.11,2.06,0,482.71
2013-06-29 21:40:00,0,0.9,29.04,29.96,1.98,0,484.09
2013-06-29 22:40:00,0,0.9,26.8,35.96,1.58,0,479.15
2013-06-29 23:40:00,0,0.9,25.47,39.33,1.24,0,474.15
2013-06-30 00:40:00,0,0.9,25.92,35.68,1.01,0,464.73
2013-06-30 01:40:00,0,0.9,25.56,35.4,0.84,0,452.98
2013-06-30 02:40:00,0,0.9,24.56,37.8,0.77,0,451.29
2013-06-30 03:40:00,0,0.9,23.55,40.63,0.67,0,449.87
2013-06-30 04:40:00,0,0.9,22.86,40.48,0.57,0,443.71
2013-06-30 05:40:00,0,0.9,22.53,41.08,0.51,0,437.61
2013-06-30 06:40:00,0,0.9,22.23,39.93,0.54,0,439.63
2013-06-30 07:40:00,0,0.9,21.65,40.08,0.54,0,433.59
2013-06-30 08:40:00,101.51,0.9,21.08,40.63,0.55,0,427.08
2013-06-30 09:40:00,305.4,0.9,20.53,41.3,0.58,0,422.35
2013-06-30 10:40:00,516.72,0.9,20.14,41.49,0.6,0,419.07
2013-06-30 11:40:00,686.62,0.9,19.68,41.53,0.64,0,415.22
2013-06-30 12:40:00,799.39,0.81,20.41,40.59,0.77,0,403.58
2013-06-30 13:40:00,845.7,0.44,21.49,37.08,1.06,0,376.69
2013-06-30 14:40:00,821.82,0.22,22.73,33.71,1.59,0,362.27
2013-06-30 15:40:00,729.66,0.07,23.91,31.96,1.83,0,353.63
2013-06-30 16:40:00,576.72,0.04,25.22,30.26,1.9,0,356.72
2013-06-30 17:40:00,376.31,0.04,25.71,28.94,2.09,0,362.59
2013-06-30 18:40:00,151.44,0.26,26.59,28.09,2.05,0,389.45
2013-06-30 19:40:00,24.92,0.71,27,27.58,1.98,0,441.59
2013-06-30 20:40:00,0,0.9,27.25,26.66,1.77,0,463.48
2013-06-30 21:40:00,0,0.9,26.64,27.26,1.53,0,465.5
2013-06-30 22:40:00,0,0.9,23.92,35.05,1.19,0,462.8
2013-06-30 23:40:00,0,0.9,22.2,38.8,0.85,0,456.78
2013-07-01 00:40:00,0,0.9,21.53,37.83,0.6,0,448.37
2013-07-01 01:40:00,0,0.9,21.56,35.25,0.48,0,437.98
2013-07-01 02:40:00,0,0.9,21.67,33.41,0.43,0,431.41
2013-07-01 03:40:00,0,0.9,19.81,37.21,0.36,0,427.71
2013-07-01 04:40:00,0,0.9,18.5,44.05,0.3,0,422.79
2013-07-01 05:40:00,0,0.9,18.34,43.66,0.25,0,417.05
2013-07-01 06:40:00,0,0.9,18.29,43.34,0.32,0,414.61
2013-07-01 07:40:00,0,0.9,16.92,49.51,0.34,0,409.24
2013-07-01 08:40:00,101.21,0.9,15.18,56.44,0.31,0,407.27
2013-07-01 09:40:00,305.04,0.9,14.35,60.84,0.26,0,403.02
2013-07-01 10:40:00,516.57,0.9,16.23,54.11,0.26,0,397.99
2013-07-01 11:40:00,686.71,0.9,16.52,51.66,0.27,0,393.12
2013-07-01 12:40:00,799.75,0.88,18.22,46.09,0.46,0,393.8
2013-07-01 13:40:00,846.31,0.46,19.47,45.16,0.78,0,360.81
2013-07-01 14:40:00,822.66,0.22,20.63,44.83,1.13,0,347.18
2013-07-01 15:40:00,730.68,0.06,22.34,39,1.47,0,340.45
2013-07-01 16:40:00,577.86,0.04,23.58,34.45,1.79,0,347.99
2013-07-01 17:40:00,377.49,0.04,24.49,33.33,1.9,0,353.29
2013-07-01 18:40:00,152.5,0.25,25.76,30.56,1.93,0,381.82
2013-07-01 19:40:00,25.25,0.71,26.33,28.71,1.94,0,435.71
2013-07-01 20:40:00,0,0.9,26.92,26.23,1.81,0,458.59
2013-07-01 21:40:00,0,0.9,26.88,27.11,1.53,0,463.09
2013-07-01 22:40:00,0,0.9,22.91,41.33,1.14,0,461.65
2013-07-01 23:40:00,0,0.9,20.81,48.44,0.8,0,443.89
2013-07-02 00:40:00,0,0.9,19.8,48.61,0.59,0,428.52
2013-07-02 01:40:00,0,0.9,19.15,68.18,0.54,0,427.26
2013-07-02 02:40:00,0,0.9,18.57,76.28,0.58,0,425.73
2013-07-02 03:40:00,0,0.9,18.45,69.84,0.61,0,417.23
2013-07-02 04:40:00,0,0.9,18.58,62.46,0.62,0,415.74
2013-07-02 05:40:00,0,0.9,17.83,66.59,0.59,0,409.59
2013-07-02 06:40:00,0,0.9,18.5,62.23,0.52,0,411.31
2013-07-02 07:40:00,0,0.9,18.89,57.28,0.51,0,406.42
2013-07-02 08:40:00,100.93,0.9,19.22,61.74,0.49,0,413.56
2013-07-02 09:40:00,304.75,0.9,18.2,66.81,0.43,0,409.07
2013-07-02 10:40:00,516.49,0.9,17.16,71.28,0.36,0,406.84
2013-07-02 11:40:00,686.89,0.9,17.96,71.58,0.31,0,401.51
2013-07-02 12:40:00,800.19,0.9,18.64,72.64,0.27,0,401.25
2013-07-02 13:40:00,847.01,0.54,20.56,67.08,0.39,0,381.82
2013-07-02 14:40:00,823.58,0.35,22.54,53.03,0.68,0,373.7
2013-07-02 15:40:00,731.77,0.08,24.63,42.5,0.94,0,357.71
2013-07-02 16:40:00,579.06,0.04,26.01,40.13,1.13,0,361.76
2013-07-02 17:40:00,378.71,0.04,26.88,39.2,1.19,0,368.09
2013-07-02 18:40:00,153.58,0.25,27.72,38.18,1.17,0,395.8
2013-07-02 19:40:00,25.59,0.71,28.11,37.78,1.1,0,447.99
2013-07-02 20:40:00,0,0.9,28.2,40.08,1.08,0,469.47
2013-07-02 21:40:00,0,0.9,28.43,36.05,1.01,0,474.25
2013-07-02 22:40:00,0,0.9,24.41,54.18,0.78,0,469.18
2013-07-02 23:40:00,0,0.9,22.75,54.48,0.66,0,460.21
2013-07-03 00:40:00,0,0.9,21.84,57.14,0.57,0,442.13
2013-07-03 01:40:00,0,0.9,20.74,63.56,0.49,0,438.71
2013-07-03 02:40:00,0,0.9,18.87,70.83,0.38,0,412
2013-07-03 03:40:00,0,0.9,20.16,70.86,0.36,0,418.9
2013-07-03 04:40:00,0,0.9,19.59,74.63,0.4,0,415.22
2013-07-03 05:40:00,0,0.9,19.22,84.56,0.58,0,411.31
2013-07-03 06:40:00,0,0.9,18.61,84.86,0.64,0,425.2
2013-07-03 07:40:00,0,0.9,18.91,72.13,0.6,0,426.09
2013-07-03 08:40:00,100.7,0.9,18.93,71.13,0.47,0,420.04
2013-07-03 09:40:00,304.52,0.9,18.57,69.21,0.35,0,417.67
2013-07-03 10:40:00,516.49,0.9,18.89,66.23,0.26,0,417.93
2013-07-03 11:40:00,687.15,0.9,18.95,67.64,0.2,0,416.44
2013-07-03 12:40:00,800.73,0.75,20.3,62.79,0.27,0,401.36
2013-07-03 13:40:00,847.8,0.43,21.8,64.09,0.5,0,382.14
2013-07-03 14:40:00,824.58,0.23,23.93,61.91,0.7,0,371.24
2013-07-03 15:40:00,732.94,0.09,25.77,58.86,0.97,0,367.95
2013-07-03 16:40:00,580.32,0.04,27.15,54.14,1.03,0,368.16
2013-07-03 17:40:00,379.98,0.04,28.37,48.89,1.03,0,381.47
2013-07-03 18:40:00,154.69,0.25,29.02,46.49,0.97,0,410.58
2013-07-03 19:40:00,25.94,0.71,28.77,48.06,1.01,0,463.35
2013-07-03 20:40:00,0,0.9,29.49,45.91,1,0,490.76
2013-07-03 21:40:00,0,0.9,28.47,54.34,0.8,0,493.67
2013-07-03 22:40:00,0,0.9,26.13,64.53,0.62,0,486.97
2013-07-03 23:40:00,0,0.9,24.85,64.98,0.56,0,464.54
2013-07-04 00:40:00,0,0.9,24.17,69.66,0.63,0,451.38
2013-07-04 01:40:00,0,0.9,24.59,72.08,0.77,0,439.82
2013-07-04 02:40:00,0,0.9,23.77,77.16,0.89,0,431.41
2013-07-04 03:40:00,0,0.9,22.07,82.78,0.75,0,426.27
2013-07-04 04:40:00,0,0.9,21.46,86.81,0.67,0,427.17
2013-07-04 05:40:00,0,0.9,21.86,88.13,0.6,0,436.33
2013-07-04 06:40:00,0,0.9,21.49,88.54,0.6,0,428.97
2013-07-04 07:40:00,0,0.9,21.18,89.93,0.65,0,434.22
2013-07-04 08:40:00,100.5,0.9,20.48,90.24,0.56,0,428.25
2013-07-04 09:40:00,304.36,0.9,20.71,90.51,0.52,0,430.77
2013-07-04 10:40:00,516.57,0.9,19.16,87.03,0.45,0,425.64
2013-07-04 11:40:00,687.5,0.9,18.34,87.26,0.35,0,422.7
2013-07-04 12:40:00,801.34,0.85,21.38,70.06,0.48,0,422.96
2013-07-04 13:40:00,848.66,0.48,24.07,60.23,0.61,0,398.75
2013-07-04 14:40:00,825.66,0.25,25.48,58.58,0.91,0,386.83
2013-07-04 15:40:00,734.17,0.09,27.4,56.94,1.16,0,382.36
2013-07-04 16:40:00,581.63,0.04,28.51,51.83,1.35,0,383.37
2013-07-04 17:40:00,381.28,0.04,29.59,45.91,1.42,0,386.62
2013-07-04 18:40:00,155.83,0.25,30.09,44.49,1.37,0,416.12
2013-07-04 19:40:00,26.29,0.71,30.73,42.1,1.3,0,472.01
2013-07-04 20:40:00,0,0.9,31.72,40.66,1.12,0,503.36
2013-07-04 21:40:00,0,0.9,29.55,46.26,0.89,0,506.1
2013-07-04 22:40:00,0,0.9,26.04,61.23,0.71,0,497.39
2013-07-04 23:40:00,0,0.9,24.8,67.98,0.63,0,469.37
2013-07-05 00:40:00,0,0.9,25.11,71.79,0.67,0,450.72
2013-07-05 01:40:00,0,0.9,24.42,78.09,0.78,0,443.43
2013-07-05 02:40:00,0,0.9,23.04,83.19,0.8,0,434.77
2013-07-05 03:40:00,0,0.9,22.66,87.86,0.9,0,427.71
2013-07-05 04:40:00,0,0.9,22.36,89.33,1.06,0,430.32
2013-07-05 05:40:00,0,0.9,21.64,89.91,1.09,0,433.13
2013-07-05 06:40:00,0,0.9,20.94,91.24,0.91,0,434.13
2013-07-05 07:40:00,0,0.9,20.77,91.73,0.68,0,422.97
2013-07-05 08:40:00,100.33,0.9,20.19,91.66,0.48,0,408.55
2013-07-05 09:40:00,304.26,0.9,20.21,93.03,0.4,0,421.02
2013-07-05 10:40:00,516.72,0.9,20.16,93.26,0.31,0,413.39
2013-07-05 11:40:00,687.93,0.9,19.73,93.21,0.24,0,426
2013-07-05 12:40:00,802.05,0.87,20.79,94.08,0.2,0,422.2
2013-07-05 13:40:00,849.62,0.48,23.52,88.64,0.27,0,389.94
2013-07-05 14:40:00,826.82,0.24,25.62,73.14,0.53,0,383.23
2013-07-05 15:40:00,735.47,0.09,27.9,60.34,0.78,0,377.83
2013-07-05 16:40:00,583,0.04,29.54,46.43,1.2,0,384.32
2013-07-05 17:40:00,382.63,0.04,30.48,40.5,1.52,0,394.79
2013-07-05 18:40:00,156.99,0.25,31.53,38.45,1.57,0,422.31
2013-07-05 19:40:00,26.65,0.7,31.94,35.43,1.6,0,480.46
2013-07-05 20:40:00,0,0.9,32.67,32.86,1.44,0,499.51
2013-07-05 21:40:00,0,0.9,31.59,35.48,1.21,0,507.12
2013-07-05 22:40:00,0,0.9,28.35,52.73,0.9,0,494.77
2013-07-05 23:40:00,0,0.9,26.58,55.25,0.65,0,504.37
2013-07-06 00:40:00,0,0.9,26.69,60.34,0.49,0,477.68
2013-07-06 01:40:00,0,0.9,26.56,66.36,0.38,0,454.4
2013-07-06 02:40:00,0,0.9,25.64,73.38,0.58,0,451
2013-07-06 03:40:00,0,0.9,25.17,76.76,0.84,0,453.27
2013-07-06 04:40:00,0,0.9,24.96,76.96,0.92,0,451.85
2013-07-06 05:40:00,0,0.9,24.54,80.68,0.86,0,454.03
2013-07-06 06:40:00,0,0.9,24.29,82.16,0.77,0,451.57
2013-07-06 07:40:00,0,0.9,23.9,81.99,0.68,0,450.72
2013-07-06 08:40:00,100.21,0.9,23.71,84.58,0.6,0,449.69
2013-07-06 09:40:00,304.23,0.9,23.85,86.78,0.49,0,447.9
2013-07-06 10:40:00,516.96,0.9,23.52,78.73,0.38,0,448.56
2013-07-06 11:40:00,688.45,0.9,21.94,80.18,0.28,0,448.37
2013-07-06 12:40:00,802.84,0.9,24.78,64.24,0.28,0,448.37
2013-07-06 13:40:00,850.66,0.78,26.12,56.66,0.32,0,450.43
2013-07-06 14:40:00,828.05,0.31,27.72,55.01,0.45,0,403.45
2013-07-06 15:40:00,736.83,0.48,29.4,51.83,0.69,0,433.48
