time,flow,SAL,TEMP,TRACER_1,AGE,SS1,OXY,DIC,PH,CH4,SIL,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN,GRN_IN,GRN_IP,DIA,DIA_IN,DIA_IP,CRY,CRY_IN,CRY_IP,ZOO
2014-12-05 00:00:00,0,0.01,26.36,0,0,0,227.9,100,7.72,0.001,0.02,0.45,0.36,0.2,0.02,125.29,31.32,15.66,3.92,0.06,0.02,1.48,0.22,0.01,0.74,0.11,0.01,15.74,2.38,0.15,0
2014-12-06 00:00:00,0,0.01,26.38,0,0,0,229.2,100,7.8,0.001,0.02,0.46,0.36,0.21,0.02,124.17,31.04,15.52,3.88,0.06,0.01,1.43,0.22,0.01,0.72,0.11,0.01,15.21,2.3,0.14,0
2014-12-07 00:00:00,0,0.01,26.41,0,0,0,230.49,100,7.89,0.001,0.02,0.47,0.36,0.21,0.02,123.04,30.76,15.38,3.85,0.05,0.01,1.38,0.21,0.01,0.69,0.1,0.01,14.68,2.22,0.14,0
2014-12-08 00:00:00,0,0.01,26.43,0,0,0,231.79,100,7.97,0.001,0.02,0.48,0.36,0.22,0.02,121.92,30.48,15.24,3.81,0.04,0.01,1.33,0.2,0.01,0.67,0.1,0.01,14.16,2.14,0.13,0
2014-12-09 00:00:00,0,0.01,26.46,0,0,0,233.08,100,8.06,0.001,0.02,0.49,0.36,0.22,0.02,120.79,30.2,15.1,3.77,0.04,0.01,1.28,0.19,0.01,0.64,0.1,0.01,13.63,2.06,0.13,0
2014-12-10 00:00:00,0,0.01,26.48,0,0,0,234.38,100,8.14,0.001,0.02,0.51,0.36,0.23,0.02,119.67,29.92,14.96,3.74,0.03,0.01,1.23,0.19,0.01,0.62,0.09,0.01,13.1,1.98,0.12,0
2014-12-11 00:00:00,0,0.01,26.48,0,0,0,233.13,100,8.09,0.001,0.02,0.52,0.36,0.23,0.02,118.54,29.64,14.82,3.7,0.02,0.01,1.26,0.19,0.01,0.63,0.09,0.01,13.34,2.01,0.13,0
2014-12-12 00:00:00,0,0.01,26.49,0,0,0,231.88,100,8.04,0.001,0.02,0.53,0.36,0.24,0.02,117.42,29.35,14.68,3.67,0.01,0,1.28,0.19,0.01,0.64,0.1,0.01,13.57,2.05,0.13,0
2014-12-13 00:00:00,0,0.01,26.49,0,0,0,230.63,100,7.99,0.001,0.02,0.54,0.36,0.24,0.02,116.29,29.07,14.54,3.63,0.01,0,1.3,0.2,0.01,0.65,0.1,0.01,13.8,2.08,0.13,0
2014-12-14 00:00:00,0,0.01,26.49,0,0,0,229.38,100,7.93,0.001,0.02,0.55,0.36,0.25,0.02,115.16,28.79,14.4,3.6,0,0,1.32,0.2,0.01,0.66,0.1,0.01,14.04,2.12,0.13,0
2014-12-15 00:00:00,0,0.01,26.49,0,0,0,228.13,100,7.88,0.001,0.02,0.56,0.36,0.25,0.03,114.04,28.51,14.25,3.56,-0.01,0,1.34,0.2,0.01,0.67,0.1,0.01,14.27,2.15,0.13,0
2014-12-16 00:00:00,0,0.01,26.5,0,0,0,226.88,100,7.83,0.001,0.02,0.57,0.36,0.26,0.03,112.91,28.23,14.11,3.53,-0.01,0,1.36,0.21,0.01,0.68,0.1,0.01,14.5,2.19,0.14,0
2014-12-17 00:00:00,0,0.01,26.5,0,0,0,225.63,100,7.78,0.001,0.02,0.58,0.36,0.26,0.03,111.79,27.95,13.97,3.49,-0.02,0,1.39,0.21,0.01,0.69,0.1,0.01,14.73,2.22,0.14,0
2014-12-18 00:00:00,0,0.01,26.51,0,0,0,226.88,100,7.83,0.001,0.02,0.59,0.36,0.27,0.03,110.66,27.67,13.83,3.46,-0.03,-0.01,1.28,0.19,0.01,0.64,0.1,0.01,13.61,2.05,0.13,0
2014-12-19 00:00:00,0,0.01,26.51,0,0,0,228.13,100,7.88,0.001,0.02,0.6,0.36,0.27,0.03,109.54,27.38,13.69,3.42,-0.03,-0.01,1.18,0.18,0.01,0.59,0.09,0.01,12.49,1.89,0.12,0
2014-12-20 00:00:00,0,0.01,26.52,0,0,0,229.38,100,7.92,0.001,0.02,0.62,0.36,0.28,0.03,108.41,27.1,13.55,3.39,-0.04,-0.01,1.07,0.16,0.01,0.54,0.08,0.01,11.38,1.72,0.11,0
2014-12-21 00:00:00,0,0.01,26.52,0,0,0,230.63,100,7.97,0.001,0.02,0.63,0.36,0.28,0.03,107.29,26.82,13.41,3.35,-0.05,-0.01,0.97,0.15,0.01,0.48,0.07,0,10.26,1.55,0.1,0
2014-12-22 00:00:00,0,0.01,26.53,0,0,0,231.88,100,8.02,0.001,0.02,0.64,0.36,0.29,0.03,106.16,26.54,13.27,3.32,-0.05,-0.01,0.86,0.13,0.01,0.43,0.06,0,9.14,1.38,0.09,0
2014-12-23 00:00:00,0,0.01,26.56,0,0,0,232.05,100,7.99,0.001,0.02,0.65,0.36,0.29,0.03,105.04,26.26,13.13,3.28,-0.06,-0.02,0.85,0.13,0.01,0.43,0.06,0,9.04,1.36,0.09,0
2014-12-24 00:00:00,0,0.01,26.6,0,0,0,232.23,100,7.97,0.001,0.02,0.66,0.36,0.3,0.03,103.91,25.98,12.99,3.25,-0.07,-0.02,0.84,0.13,0.01,0.42,0.06,0,8.95,1.35,0.08,0
2014-12-25 00:00:00,0,0.01,26.63,0,0,0,232.41,100,7.94,0.001,0.02,0.67,0.36,0.3,0.03,102.79,25.7,12.85,3.21,-0.08,-0.02,0.83,0.13,0.01,0.42,0.06,0,8.85,1.34,0.08,0
2014-12-26 00:00:00,0,0.01,26.66,0,0,0,232.59,100,7.91,0.001,0.02,0.68,0.36,0.31,0.03,101.66,25.42,12.71,3.18,-0.08,-0.02,0.82,0.12,0.01,0.41,0.06,0,8.75,1.32,0.08,0
2014-12-27 00:00:00,0,0.01,26.69,0,0,0,232.77,100,7.88,0.001,0.02,0.69,0.36,0.31,0.03,100.54,25.13,12.57,3.14,-0.09,-0.02,0.81,0.12,0.01,0.41,0.06,0,8.66,1.31,0.08,0
2014-12-28 00:00:00,0,0.01,26.73,0,0,0,232.95,100,7.86,0.001,0.02,0.7,0.36,0.32,0.03,99.41,24.85,12.43,3.11,-0.1,-0.02,0.81,0.12,0.01,0.4,0.06,0,8.56,1.29,0.08,0
2014-12-29 00:00:00,0,0.01,26.76,0,0,0,233.13,100,7.83,0.001,0.02,0.71,0.36,0.32,0.03,98.29,24.57,12.29,3.07,-0.1,-0.03,0.8,0.12,0.01,0.4,0.06,0,8.46,1.28,0.08,0
2014-12-30 00:00:00,0.05,0.01,26.74,0,0,0,226.98,100,7.76,0.001,0.02,0.71,0.36,0.32,0.03,99.55,24.89,12.44,3.11,-0.09,-0.02,0.85,0.13,0.01,0.43,0.06,0,9.06,1.37,0.09,0
2014-12-31 00:00:00,0.22,0.01,26.72,0,0,0,220.83,100,7.69,0.001,0.02,0.7,0.36,0.31,0.03,100.82,25.2,12.6,3.15,-0.09,-0.02,0.91,0.14,0.01,0.45,0.07,0,9.66,1.46,0.09,0
2015-01-01 00:00:00,4.17,0.01,26.71,0,0,0,214.69,100,7.62,0.001,0.02,0.69,0.36,0.3,0.03,102.08,25.52,12.76,3.19,-0.08,-0.02,0.97,0.15,0.01,0.48,0.07,0,10.26,1.55,0.1,0
2015-01-02 00:00:00,9.74,0.01,26.69,0,0,0,208.54,100,7.55,0.001,0.02,0.69,0.36,0.3,0.03,103.34,25.84,12.92,3.23,-0.07,-0.02,1.02,0.15,0.01,0.51,0.08,0,10.86,1.64,0.1,0
2015-01-03 00:00:00,9.45,0.01,26.67,0,0,0,202.4,100,7.48,0.001,0.02,0.68,0.36,0.29,0.03,104.61,26.15,13.08,3.27,-0.06,-0.02,1.08,0.16,0.01,0.54,0.08,0.01,11.46,1.73,0.11,0
2015-01-04 00:00:00,55.44,0.01,26.65,0,0,0,196.25,100,7.41,0.001,0.02,0.67,0.36,0.28,0.03,105.87,26.47,13.23,3.31,-0.05,-0.01,1.13,0.17,0.01,0.57,0.09,0.01,12.05,1.82,0.11,0
2015-01-05 00:00:00,26.5,0.01,26.64,0,0,0,190.1,100,7.34,0.001,0.02,0.66,0.36,0.28,0.03,107.14,26.78,13.39,3.35,-0.04,-0.01,1.19,0.18,0.01,0.6,0.09,0.01,12.65,1.91,0.12,0
2015-01-06 00:00:00,26.72,0.01,26.62,0,0,0,183.96,100,7.27,0.001,0.02,0.66,0.36,0.27,0.03,108.4,27.1,13.55,3.39,-0.03,-0.01,1.25,0.19,0.01,0.62,0.09,0.01,13.25,2,0.12,0
2015-01-07 00:00:00,7.38,0.01,26.6,0,0,0,177.81,100,7.2,0.001,0.02,0.65,0.36,0.26,0.03,109.67,27.42,13.71,3.43,-0.03,-0.01,1.3,0.2,0.01,0.65,0.1,0.01,13.85,2.09,0.13,0
2015-01-08 00:00:00,29.41,0.01,26.64,0,0,0,182.37,100,7.2,0.001,0.02,0.64,0.36,0.26,0.03,110.93,27.73,13.87,3.47,-0.02,0,1.32,0.2,0.01,0.66,0.1,0.01,14.02,2.12,0.13,0
2015-01-09 00:00:00,16.9,0.01,26.69,0,0,0,186.92,100,7.2,0.001,0.02,0.64,0.36,0.25,0.03,112.2,28.05,14.02,3.51,-0.01,0,1.34,0.2,0.01,0.67,0.1,0.01,14.19,2.14,0.13,0
2015-01-10 00:00:00,52.33,0.01,26.73,0,0,0,191.47,100,7.2,0.001,0.02,0.63,0.36,0.25,0.02,113.46,28.37,14.18,3.55,0,0,1.35,0.2,0.01,0.68,0.1,0.01,14.36,2.17,0.14,0
2015-01-11 00:00:00,8.9,0.01,26.77,0,0,0,196.03,100,7.2,0.001,0.02,0.62,0.36,0.24,0.02,114.73,28.68,14.34,3.59,0.01,0,1.37,0.21,0.01,0.68,0.1,0.01,14.54,2.19,0.14,0
2015-01-12 00:00:00,17.22,0.01,26.81,0,0,0,200.58,100,7.2,0.001,0.02,0.61,0.36,0.23,0.02,115.99,29,14.5,3.62,0.02,0,1.38,0.21,0.01,0.69,0.1,0.01,14.71,2.22,0.14,0
2015-01-13 00:00:00,6.13,0.01,26.86,0,0,0,205.13,100,7.2,0.001,0.02,0.61,0.36,0.23,0.02,117.26,29.31,14.66,3.66,0.03,0.01,1.4,0.21,0.01,0.7,0.11,0.01,14.88,2.25,0.14,0
2015-01-14 00:00:00,5.45,0.01,26.9,0,0,0,209.69,100,7.2,0.001,0.02,0.6,0.36,0.22,0.02,118.52,29.63,14.82,3.7,0.03,0.01,1.42,0.21,0.01,0.71,0.11,0.01,15.05,2.27,0.14,0
2015-01-15 00:00:00,54.59,0.01,26.88,0,0,0,214.11,100,7.25,0.001,0.02,0.59,0.36,0.21,0.02,119.79,29.95,14.97,3.74,0.04,0.01,1.41,0.21,0.01,0.71,0.11,0.01,14.99,2.26,0.14,0
2015-01-16 00:00:00,55.9,0.01,26.87,0,0,0,218.53,100,7.3,0.001,0.02,0.59,0.36,0.21,0.02,121.05,30.26,15.13,3.78,0.05,0.01,1.4,0.21,0.01,0.7,0.11,0.01,14.92,2.25,0.14,0
2015-01-17 00:00:00,8.9,0.01,26.85,0,0,0,222.95,100,7.35,0.001,0.02,0.58,0.36,0.2,0.02,122.32,30.58,15.29,3.82,0.06,0.02,1.4,0.21,0.01,0.7,0.11,0.01,14.85,2.24,0.14,0
2015-01-18 00:00:00,21.72,0.01,26.84,0,0,0,227.37,100,7.4,0.001,0.02,0.57,0.36,0.19,0.02,123.58,30.9,15.45,3.86,0.07,0.02,1.39,0.21,0.01,0.7,0.11,0.01,14.79,2.23,0.14,0
2015-01-19 00:00:00,6.43,0.01,26.82,0,0,0,231.79,100,7.45,0.001,0.02,0.56,0.36,0.19,0.02,124.85,31.21,15.61,3.9,0.08,0.02,1.39,0.21,0.01,0.69,0.1,0.01,14.72,2.22,0.14,0
2015-01-20 00:00:00,5.69,0.01,26.81,0,0,0,236.21,100,7.5,0.001,0.02,0.56,0.36,0.18,0.02,126.11,31.53,15.76,3.94,0.09,0.02,1.38,0.21,0.01,0.69,0.1,0.01,14.66,2.21,0.14,0
2015-01-21 00:00:00,5,0.01,26.79,0,0,0,240.63,100,7.55,0.001,0.02,0.55,0.36,0.17,0.02,127.38,31.84,15.92,3.98,0.09,0.02,1.37,0.21,0.01,0.69,0.1,0.01,14.59,2.2,0.14,0
2015-01-22 00:00:00,4.44,0.01,26.84,0,0,0,239.38,100,7.51,0.001,0.02,0.54,0.36,0.17,0.02,128.64,32.16,16.08,4.02,0.1,0.03,1.43,0.22,0.01,0.71,0.11,0.01,15.19,2.29,0.14,0
2015-01-23 00:00:00,4.07,0.01,26.9,0,0,0,238.13,100,7.46,0.001,0.02,0.54,0.36,0.16,0.02,129.9,32.48,16.24,4.06,0.11,0.03,1.49,0.22,0.01,0.74,0.11,0.01,15.79,2.38,0.15,0
2015-01-24 00:00:00,3.63,0.01,26.95,0,0,0,236.88,100,7.42,0.001,0.02,0.53,0.36,0.15,0.02,131.17,32.79,16.4,4.1,0.12,0.03,1.54,0.23,0.01,0.77,0.12,0.01,16.38,2.47,0.15,0
2015-01-25 00:00:00,3.22,0.01,27.01,0,0,0,235.63,100,7.38,0.001,0.02,0.52,0.36,0.15,0.01,132.43,33.11,16.55,4.14,0.13,0.03,1.6,0.24,0.02,0.8,0.12,0.01,16.98,2.56,0.16,0
2015-01-26 00:00:00,2.92,0.01,27.06,0,0,0,234.38,100,7.34,0.001,0.02,0.51,0.36,0.14,0.01,133.7,33.42,16.71,4.18,0.14,0.03,1.65,0.25,0.02,0.83,0.12,0.01,17.58,2.65,0.17,0
2015-01-27 00:00:00,2.7,0.01,27.12,0,0,0,233.13,100,7.29,0.001,0.02,0.51,0.36,0.14,0.01,134.96,33.74,16.87,4.22,0.15,0.04,1.71,0.26,0.02,0.86,0.13,0.01,18.17,2.74,0.17,0
2015-01-28 00:00:00,2.43,0.01,27.17,0,0,0,231.88,100,7.25,0.001,0.02,0.5,0.36,0.13,0.01,136.23,34.06,17.03,4.26,0.15,0.04,1.77,0.27,0.02,0.88,0.13,0.01,18.77,2.83,0.18,0
2015-01-29 00:00:00,2.22,0.01,27.23,0,0,0,233.08,100,7.33,0.001,0.02,0.49,0.36,0.13,0.01,135.28,33.82,16.91,4.23,0.15,0.04,1.73,0.26,0.02,0.87,0.13,0.01,18.38,2.77,0.17,0
2015-01-30 00:00:00,2.08,0.01,27.28,0,0,0,234.29,100,7.4,0.001,0.02,0.49,0.36,0.14,0.01,134.33,33.58,16.79,4.2,0.14,0.04,1.69,0.26,0.02,0.85,0.13,0.01,17.99,2.72,0.17,0
2015-01-31 00:00:00,19.85,0.01,27.34,0,0,0,235.49,100,7.48,0.001,0.02,0.48,0.36,0.15,0.01,133.39,33.35,16.67,4.17,0.14,0.03,1.66,0.25,0.02,0.83,0.13,0.01,17.6,2.66,0.17,0
2015-02-01 00:00:00,2.6,0.01,27.39,0,0,0,236.7,100,7.56,0.001,0.02,0.48,0.36,0.15,0.02,132.44,33.11,16.56,4.14,0.13,0.03,1.62,0.24,0.02,0.81,0.12,0.01,17.21,2.6,0.16,0
2015-02-02 00:00:00,2.35,0.01,27.45,0,0,0,237.9,100,7.64,0.001,0.02,0.47,0.36,0.16,0.02,131.49,32.87,16.44,4.11,0.13,0.03,1.58,0.24,0.01,0.79,0.12,0.01,16.82,2.54,0.16,0
2015-02-03 00:00:00,2.19,0.01,27.5,0,0,0,239.11,100,7.71,0.001,0.02,0.47,0.36,0.16,0.02,130.55,32.64,16.32,4.08,0.12,0.03,1.55,0.23,0.01,0.77,0.12,0.01,16.43,2.48,0.16,0
2015-02-04 00:00:00,2.01,0.01,27.56,0,0,0,240.31,100,7.79,0.001,0.02,0.46,0.36,0.17,0.02,129.6,32.4,16.2,4.05,0.12,0.03,1.51,0.23,0.01,0.76,0.11,0.01,16.04,2.42,0.15,0
2015-02-05 00:00:00,1.87,0.01,27.55,0,0,0,240.22,100,7.83,0.001,0.02,0.46,0.36,0.18,0.02,128.65,32.16,16.08,4.02,0.11,0.03,1.53,0.23,0.01,0.76,0.12,0.01,16.24,2.45,0.15,0
2015-02-06 00:00:00,1.72,0.01,27.54,0,0,0,240.13,100,7.88,0.001,0.02,0.45,0.36,0.18,0.02,127.71,31.93,15.96,3.99,0.11,0.03,1.55,0.23,0.01,0.77,0.12,0.01,16.43,2.48,0.15,0
2015-02-07 00:00:00,1.66,0.01,27.53,0,0,0,240.04,100,7.92,0.001,0.02,0.45,0.36,0.19,0.02,126.76,31.69,15.84,3.96,0.1,0.02,1.56,0.24,0.01,0.78,0.12,0.01,16.62,2.51,0.16,0
2015-02-08 00:00:00,1.54,0.01,27.53,0,0,0,239.96,100,7.97,0.001,0.02,0.44,0.36,0.19,0.02,125.81,31.45,15.73,3.93,0.09,0.02,1.58,0.24,0.01,0.79,0.12,0.01,16.81,2.54,0.16,0
2015-02-09 00:00:00,8.22,0.01,27.52,0,0,0,239.87,100,8.01,0.001,0.02,0.44,0.36,0.2,0.02,124.87,31.22,15.61,3.9,0.09,0.02,1.6,0.24,0.02,0.8,0.12,0.01,17.01,2.57,0.16,0
2015-02-10 00:00:00,34.88,0.01,27.51,0,0,0,239.78,100,8.06,0.001,0.02,0.43,0.36,0.2,0.02,123.92,30.98,15.49,3.87,0.08,0.02,1.62,0.24,0.02,0.81,0.12,0.01,17.2,2.6,0.16,0
2015-02-11 00:00:00,6.49,0.01,27.5,0,0,0,239.69,100,8.1,0.001,0.02,0.43,0.36,0.21,0.02,122.97,30.74,15.37,3.84,0.08,0.02,1.64,0.25,0.02,0.82,0.12,0.01,17.39,2.62,0.16,0
2015-02-12 00:00:00,19.65,0.01,27.54,0,0,0,239.36,100,8.08,0.001,0.02,0.42,0.36,0.22,0.02,122.02,30.51,15.25,3.81,0.07,0.02,1.67,0.25,0.02,0.83,0.13,0.01,17.71,2.67,0.17,0
2015-02-13 00:00:00,3.54,0.01,27.59,0,0,0,239.04,100,8.05,0.001,0.02,0.42,0.36,0.22,0.02,121.08,30.27,15.13,3.78,0.07,0.02,1.7,0.26,0.02,0.85,0.13,0.01,18.03,2.72,0.17,0
2015-02-14 00:00:00,3.18,0.01,27.63,0,0,0,238.72,100,8.03,0.001,0.02,0.41,0.36,0.23,0.02,120.13,30.03,15.02,3.75,0.06,0.02,1.73,0.26,0.02,0.86,0.13,0.01,18.35,2.77,0.17,0
2015-02-15 00:00:00,8.39,0.01,27.68,0,0,0,238.39,100,8.01,0.001,0.02,0.41,0.36,0.23,0.02,119.18,29.8,14.9,3.72,0.06,0.01,1.76,0.27,0.02,0.88,0.13,0.01,18.67,2.82,0.18,0
2015-02-16 00:00:00,3.63,0.01,27.72,0,0,0,238.07,100,7.99,0.001,0.02,0.4,0.36,0.24,0.02,118.24,29.56,14.78,3.69,0.05,0.01,1.79,0.27,0.02,0.89,0.13,0.01,19,2.87,0.18,0
2015-02-17 00:00:00,2.79,0.01,27.77,0,0,0,237.75,100,7.96,0.001,0.02,0.4,0.36,0.24,0.02,117.29,29.32,14.66,3.67,0.04,0.01,1.82,0.27,0.02,0.91,0.14,0.01,19.32,2.92,0.18,0
2015-02-18 00:00:00,2.61,0.01,27.81,0,0,0,237.42,100,7.94,0.001,0.02,0.39,0.36,0.25,0.03,116.34,29.09,14.54,3.64,0.04,0.01,1.85,0.28,0.02,0.92,0.14,0.01,19.64,2.96,0.19,0
2015-02-19 00:00:00,3.24,0.01,27.86,0,0,0,237.1,100,7.92,0.001,0.02,0.39,0.36,0.26,0.03,115.4,28.85,14.42,3.61,0.03,0.01,1.88,0.28,0.02,0.94,0.14,0.01,19.96,3.01,0.19,0
2015-02-20 00:00:00,86.94,0.01,27.9,0,0,0,236.77,100,7.89,0.001,0.02,0.38,0.36,0.26,0.03,114.45,28.61,14.31,3.58,0.03,0.01,1.91,0.29,0.02,0.95,0.14,0.01,20.28,3.06,0.19,0
2015-02-21 00:00:00,13.9,0.01,27.95,0,0,0,236.45,100,7.87,0.001,0.02,0.38,0.36,0.27,0.03,113.5,28.38,14.19,3.55,0.02,0.01,1.94,0.29,0.02,0.97,0.15,0.01,20.6,3.11,0.19,0
2015-02-22 00:00:00,11.3,0.01,27.99,0,0,0,236.13,100,7.85,0.001,0.02,0.37,0.36,0.27,0.03,112.56,28.14,14.07,3.52,0.02,0,1.97,0.3,0.02,0.98,0.15,0.01,20.92,3.16,0.2,0
2015-02-23 00:00:00,18.29,0.01,28.04,0,0,0,235.8,100,7.83,0.001,0.02,0.37,0.36,0.28,0.03,111.61,27.9,13.95,3.49,0.01,0,2,0.3,0.02,1,0.15,0.01,21.24,3.21,0.2,0
2015-02-24 00:00:00,6.65,0.01,28.08,0,0,0,235.48,100,7.8,0.001,0.02,0.36,0.36,0.28,0.03,110.66,27.67,13.83,3.46,0.01,0,2.03,0.31,0.02,1.01,0.15,0.01,21.57,3.26,0.2,0
2015-02-25 00:00:00,5.91,0.01,28.13,0,0,0,235.16,100,7.78,0.001,0.02,0.36,0.36,0.29,0.03,109.71,27.43,13.71,3.43,0,0,2.06,0.31,0.02,1.03,0.16,0.01,21.89,3.3,0.21,0
2015-02-26 00:00:00,5.24,0.01,28.17,0,0,0,234.83,100,7.76,0.001,0.02,0.36,0.37,0.28,0.03,109.44,27.36,13.68,3.42,0.01,0,2.05,0.31,0.02,1.02,0.15,0.01,21.75,3.28,0.21,0
2015-02-27 00:00:00,6.66,0.01,28.21,0,0,0,234.51,100,7.73,0.001,0.02,0.37,0.39,0.28,0.03,109.16,27.29,13.65,3.41,0.01,0,2.03,0.31,0.02,1.02,0.15,0.01,21.6,3.26,0.2,0
2015-02-28 00:00:00,9.84,0.01,28.26,0,0,0,234.19,100,7.71,0.001,0.02,0.37,0.41,0.27,0.03,108.88,27.22,13.61,3.4,0.02,0,2.02,0.3,0.02,1.01,0.15,0.01,21.46,3.24,0.2,0
2015-03-01 00:00:00,10.58,0.01,28.3,0,0,0,233.86,100,7.69,0.001,0.02,0.37,0.43,0.27,0.03,108.61,27.15,13.58,3.39,0.02,0.01,2.01,0.3,0.02,1,0.15,0.01,21.32,3.22,0.2,0
2015-03-02 00:00:00,7.61,0.01,28.35,0,0,0,233.54,100,7.67,0.001,0.02,0.38,0.44,0.26,0.03,108.33,27.08,13.54,3.39,0.03,0.01,1.99,0.3,0.02,1,0.15,0.01,21.18,3.2,0.2,0
2015-03-03 00:00:00,22.97,0.01,28.39,0,0,0,233.21,100,7.64,0.001,0.02,0.38,0.46,0.26,0.03,108.05,27.01,13.51,3.38,0.03,0.01,1.98,0.3,0.02,0.99,0.15,0.01,21.04,3.18,0.2,0
2015-03-04 00:00:00,12.33,0.01,28.44,0,0,0,232.89,100,7.62,0.001,0.02,0.39,0.48,0.25,0.02,107.77,26.94,13.47,3.37,0.04,0.01,1.97,0.3,0.02,0.98,0.15,0.01,20.9,3.15,0.2,0
2015-03-05 00:00:00,21.47,0.01,28.48,0,0,0,232.57,100,7.6,0.001,0.02,0.39,0.5,0.24,0.02,107.5,26.87,13.44,3.36,0.04,0.01,1.95,0.29,0.02,0.98,0.15,0.01,20.75,3.13,0.2,0
2015-03-06 00:00:00,5.74,0.01,28.53,0,0,0,232.24,100,7.57,0.001,0.02,0.4,0.51,0.24,0.02,107.22,26.81,13.4,3.35,0.05,0.01,1.94,0.29,0.02,0.97,0.15,0.01,20.61,3.11,0.19,0
2015-03-07 00:00:00,31.86,0.01,28.57,0,0,0,231.92,100,7.55,0.001,0.02,0.4,0.53,0.23,0.02,106.94,26.74,13.37,3.34,0.05,0.01,1.93,0.29,0.02,0.96,0.15,0.01,20.47,3.09,0.19,0
2015-03-08 00:00:00,6.4,0.01,28.62,0,0,0,231.6,100,7.53,0.001,0.02,0.4,0.55,0.23,0.02,106.67,26.67,13.33,3.33,0.06,0.02,1.91,0.29,0.02,0.96,0.14,0.01,20.33,3.07,0.19,0
2015-03-09 00:00:00,5.69,0.01,28.66,0,0,0,231.27,100,7.51,0.001,0.02,0.41,0.56,0.22,0.02,106.39,26.6,13.3,3.32,0.07,0.02,1.9,0.29,0.02,0.95,0.14,0.01,20.19,3.05,0.19,0
2015-03-10 00:00:00,5.09,0.01,28.71,0,0,0,230.95,100,7.48,0.001,0.02,0.41,0.58,0.21,0.02,106.11,26.53,13.26,3.32,0.07,0.02,1.89,0.28,0.02,0.94,0.14,0.01,20.05,3.03,0.19,0
2015-03-11 00:00:00,4.57,0.01,28.75,0,0,0,230.63,100,7.46,0.001,0.02,0.42,0.6,0.21,0.02,105.84,26.46,13.23,3.31,0.08,0.02,1.87,0.28,0.02,0.94,0.14,0.01,19.9,3,0.19,0
2015-03-12 00:00:00,4.13,0.01,28.77,0,0,0,230.63,100,7.45,0.001,0.02,0.42,0.62,0.2,0.02,105.56,26.39,13.19,3.3,0.08,0.02,1.87,0.28,0.02,0.93,0.14,0.01,19.82,2.99,0.19,0
2015-03-13 00:00:00,3.77,0.01,28.79,0,0,0,230.63,100,7.44,0.001,0.02,0.43,0.63,0.2,0.02,105.28,26.32,13.16,3.29,0.09,0.02,1.86,0.28,0.02,0.93,0.14,0.01,19.73,2.98,0.19,0
2015-03-14 00:00:00,3.46,0.01,28.8,0,0,0,230.63,100,7.43,0.001,0.02,0.43,0.65,0.19,0.02,105,26.25,13.13,3.28,0.09,0.02,1.85,0.28,0.02,0.92,0.14,0.01,19.65,2.97,0.19,0
2015-03-15 00:00:00,3.23,0.01,28.82,0,0,0,230.63,100,7.42,0.001,0.02,0.44,0.67,0.18,0.02,104.73,26.18,13.09,3.27,0.1,0.02,1.84,0.28,0.02,0.92,0.14,0.01,19.56,2.95,0.18,0
2015-03-16 00:00:00,2.96,0.01,28.84,0,0,0,230.63,100,7.41,0.001,0.02,0.44,0.69,0.18,0.02,104.45,26.11,13.06,3.26,0.1,0.03,1.83,0.28,0.02,0.92,0.14,0.01,19.48,2.94,0.18,0
2015-03-17 00:00:00,2.73,0.01,28.86,0,0,0,230.63,100,7.4,0.001,0.02,0.44,0.7,0.17,0.02,104.17,26.04,13.02,3.26,0.11,0.03,1.82,0.28,0.02,0.91,0.14,0.01,19.39,2.93,0.18,0
2015-03-18 00:00:00,2.53,0.01,28.88,0,0,0,230.63,100,7.39,0.001,0.02,0.45,0.72,0.17,0.02,103.9,25.97,12.99,3.25,0.11,0.03,1.82,0.27,0.02,0.91,0.14,0.01,19.3,2.91,0.18,0
2015-03-19 00:00:00,2.41,0.01,28.89,0,0,0,230.63,100,7.38,0.001,0.02,0.45,0.74,0.16,0.02,103.62,25.9,12.95,3.24,0.12,0.03,1.81,0.27,0.02,0.9,0.14,0.01,19.22,2.9,0.18,0
2015-03-20 00:00:00,2.25,0.01,28.91,0,0,0,230.63,100,7.37,0.001,0.02,0.46,0.76,0.16,0.02,103.34,25.84,12.92,3.23,0.13,0.03,1.8,0.27,0.02,0.9,0.14,0.01,19.13,2.89,0.18,0
2015-03-21 00:00:00,2.14,0.01,28.93,0,0,0,230.63,100,7.35,0.001,0.02,0.46,0.77,0.15,0.01,103.06,25.77,12.88,3.22,0.13,0.03,1.79,0.27,0.02,0.9,0.14,0.01,19.05,2.87,0.18,0
2015-03-22 00:00:00,2.08,0.01,28.95,0,0,0,230.63,100,7.34,0.001,0.02,0.47,0.79,0.14,0.01,102.79,25.7,12.85,3.21,0.14,0.03,1.78,0.27,0.02,0.89,0.13,0.01,18.96,2.86,0.18,0
2015-03-23 00:00:00,2,0.01,28.96,0,0,0,230.63,100,7.33,0.001,0.02,0.47,0.81,0.14,0.01,102.51,25.63,12.81,3.2,0.14,0.04,1.78,0.27,0.02,0.89,0.13,0.01,18.88,2.85,0.18,0
